factura_id,company_id,periodo,monto_facturado,dias_mora,deuda_actual
18945,790,9,17861.0,4,9124.39
18946,790,10,28567.51,2,21767.46
18947,790,11,18415.2,3,27347.63
18948,790,12,43620.25,5,6830.13
18949,790,13,21311.87,1,43795.99
18950,790,14,19770.21,0,11999.84
18951,790,15,16106.2,2,8983.89
18952,790,16,39640.22,1,42444.66
18953,790,17,57083.24,0,26442.27
18954,790,18,26370.72,1,28162.33
18955,790,19,22928.06,4,19308.4
18956,790,20,32864.3,8,36996.72
18957,790,21,19209.48,8,24908.17
18958,790,22,28005.16,9,10630.35
18959,790,23,15358.87,6,33884.02
18960,790,24,57250.05,3,21014.38
18961,791,1,5875.43,7,46368.59
18962,791,2,49845.91,9,7016.05
18963,791,3,47147.37,7,43812.72
18964,791,4,49523.52,3,45875.3
18965,791,5,14215.05,8,5391.78
18966,791,6,12005.09,1,39752.3
18967,791,7,24582.1,0,7292.58
18968,791,8,16480.47,6,28191.89
18969,791,9,1793.02,9,25047.69
18970,791,10,4466.7,6,49533.68
18971,791,11,45456.3,0,17250.61
18972,791,12,57648.74,0,25945.49
18973,791,13,9949.4,0,15531.91
18974,791,14,17237.31,0,26138.3
18975,791,15,57266.07,8,44027.67
18976,791,16,4096.14,1,46243.1
18977,791,17,26209.72,7,4218.65
18978,791,18,33261.76,0,23808.61
18979,791,19,41818.96,1,9071.12
18980,791,20,1441.0,2,41737.4
18981,791,21,56503.54,2,40625.8
18982,791,22,52144.17,1,388.34
18983,791,23,13649.14,7,15597.91
18984,791,24,55907.3,2,45908.19
18985,792,1,30237.1,0,38663.67
18986,792,2,58706.18,3,19755.76
18987,792,3,3922.61,5,28246.22
18988,792,4,59271.1,4,33177.16
18989,792,5,23013.99,6,21333.74
18990,792,6,38797.57,6,35811.35
18991,792,7,22153.35,2,23421.43
18992,792,8,53652.04,6,26270.39
18993,792,9,23585.67,6,14913.76
18994,792,10,52236.83,4,16676.47
18995,792,11,27598.29,6,24860.83
18996,792,12,22773.31,9,10976.82
18997,792,13,24212.51,5,4082.42
18998,792,14,52519.46,5,14756.71
18999,792,15,20303.85,9,28361.0
19000,792,16,49564.31,8,40536.16
19001,792,17,29535.6,0,28949.15
19002,792,18,8740.25,5,35671.92
19003,792,19,21284.33,0,25309.74
19004,792,20,44484.67,6,4512.42
19005,792,21,34264.06,5,8476.2
19006,792,22,37061.72,3,29449.11
19007,792,23,25537.05,4,42250.67
19008,792,24,26239.75,2,15104.54
19009,793,1,12019.35,2,30396.33
19010,793,2,17703.34,8,1523.29
19011,793,3,29744.17,3,29487.16
19012,793,4,7668.58,9,37894.87
19013,793,5,38190.05,3,46276.03
19014,793,6,25916.58,8,49363.79
19015,793,7,12295.3,8,43950.21
19016,793,8,55108.21,2,5185.78
19017,793,9,46451.3,9,27158.86
19018,793,10,23177.58,5,45416.71
19019,793,11,32410.8,8,35893.65
19020,793,12,8276.38,5,569.85
19021,793,13,15730.39,4,43267.83
19022,793,14,41144.87,6,4619.1
19023,793,15,26461.66,6,5794.11
19024,793,16,8984.19,1,9951.67
19025,793,17,19772.24,2,22724.11
19026,793,18,46431.85,9,21909.3
19027,793,19,42624.19,8,31702.2
19028,793,20,7630.25,4,39037.32
19029,793,21,46264.96,5,29510.52
19030,793,22,44918.3,0,49445.87
19031,793,23,44969.03,7,8199.62
19032,793,24,29779.93,9,23331.89
19033,794,1,3667.0,3,8198.64
19034,794,2,40979.43,6,19041.97
19035,794,3,34162.78,3,5573.77
19036,794,4,17700.39,2,27115.24
19037,794,5,10755.42,0,45004.36
19038,794,6,10965.9,3,21031.3
19039,794,7,24652.03,9,48531.44
19040,794,8,8535.56,2,45902.89
19041,794,9,26761.48,9,1221.16
19042,794,10,49164.35,5,22093.0
19043,794,11,9210.17,2,43413.6
19044,794,12,19220.62,0,36303.97
19045,794,13,56600.21,3,49936.08
19046,794,14,30514.26,7,2129.99
19047,794,15,31942.19,7,1940.05
19048,794,16,4093.21,3,1893.53
19049,794,17,40016.26,9,41965.8
19050,794,18,18311.41,9,38805.24
19051,794,19,48746.48,3,45774.48
19052,794,20,23398.63,3,2845.96
19053,794,21,7203.2,4,26872.42
19054,794,22,20531.17,4,35629.88
19055,794,23,22397.82,5,32104.85
19056,794,24,59785.79,0,19443.83
19057,795,1,58519.98,8,47134.99
19058,795,2,41372.19,3,45201.56
19059,795,3,55115.12,0,26551.76
19060,795,4,11445.24,4,37388.43
19061,795,5,16239.14,7,19551.56
19062,795,6,59131.72,4,33678.1
19063,795,7,35510.48,8,28304.81
19064,795,8,53418.84,0,39431.91
19065,795,9,43013.16,0,16742.49
19066,795,10,3293.79,2,8641.35
19067,795,11,48800.5,4,49979.59
19068,795,12,19687.41,3,38291.59
19069,795,13,35914.21,2,5251.19
19070,795,14,26031.01,4,10012.49
19071,795,15,13651.58,6,2776.93
19072,795,16,50175.24,5,40523.52
19073,795,17,15296.73,0,11540.28
19074,795,18,38573.16,0,49009.66
19075,795,19,5555.19,6,47344.51
19076,795,20,27785.63,2,3953.42
19077,795,21,56028.32,2,24670.06
19078,795,22,30260.4,1,3080.47
19079,795,23,7232.75,6,39247.72
19080,795,24,34183.4,8,46496.75
19081,796,1,1621.96,8,23293.78
19082,796,2,14219.58,3,47322.43
19083,796,3,29783.19,2,14427.43
19084,796,4,27895.26,9,17030.88
19085,796,5,21886.53,3,30704.94
19086,796,6,10837.84,1,35000.54
19087,796,7,5607.55,9,18534.09
19088,796,8,11378.72,4,46678.72
19089,796,9,10075.37,6,9360.5
19090,796,10,23336.03,7,9300.45
19091,796,11,46653.84,6,1934.11
19092,796,12,51432.88,4,25808.79
19093,796,13,40315.84,8,34841.8
19094,796,14,4922.57,0,36328.79
19095,796,15,13613.0,6,20153.32
19096,796,16,35788.31,9,5842.35
19097,796,17,40600.32,0,10733.48
19098,796,18,22091.32,3,23217.8
19099,796,19,23062.67,2,29107.23
19100,796,20,29080.33,2,24589.54
19101,796,21,42239.39,6,12025.78
19102,796,22,37666.04,6,238.51
19103,796,23,34454.43,4,14170.34
19104,796,24,16057.26,0,1631.12
19105,797,1,21675.7,8,29536.6
19106,797,2,28941.37,5,10490.4
19107,797,3,22231.22,7,32526.26
19108,797,4,27962.15,9,21912.07
19109,797,5,1073.09,7,13829.3
19110,797,6,25680.46,5,13725.67
19111,797,7,42587.87,5,11893.59
19112,797,8,39323.53,3,22681.89
19113,797,9,21224.57,3,14738.97
19114,797,10,29689.04,4,4744.86
19115,797,11,18912.83,4,28001.63
19116,797,12,45060.76,3,41896.95
19117,797,13,43173.32,1,24009.53
19118,797,14,3867.96,8,11733.13
19119,797,15,15398.38,2,47992.98
19120,797,16,31538.2,4,9396.88
19121,797,17,29379.3,8,33709.33
19122,797,18,59401.06,9,12935.83
19123,797,19,24680.38,6,15945.57
19124,797,20,47724.89,5,24596.65
19125,797,21,16901.26,4,23199.12
19126,797,22,46483.6,7,39802.87
19127,797,23,59581.43,5,16119.13
19128,797,24,26589.28,6,972.46
19129,798,1,20393.43,1,22326.46
19130,798,2,42637.78,8,27973.13
19131,798,3,29091.98,2,7515.39
19132,798,4,52579.68,4,36609.48
19133,798,5,43043.65,7,23417.49
19134,798,6,50779.82,6,7393.6
19135,798,7,57769.11,7,6736.18
19136,798,8,37047.25,0,48951.32
19137,798,9,7890.41,4,32644.05
19138,798,10,19952.55,7,5444.06
19139,798,11,51256.0,1,22814.18
19140,798,12,8934.21,9,10372.9
19141,798,13,31786.25,2,26921.5
19142,798,14,24676.42,9,16917.31
19143,798,15,27029.5,0,39657.95
19144,798,16,32731.23,4,8042.32
19145,798,17,1774.8,5,43029.78
19146,798,18,33795.28,8,6487.46
19147,798,19,33227.11,3,3803.76
19148,798,20,42397.84,0,25118.96
19149,798,21,28532.07,8,24365.7
19150,798,22,28771.78,5,28980.81
19151,798,23,33354.05,4,34854.26
19152,798,24,30178.37,0,42650.64
19153,799,1,47824.21,9,40775.35
19154,799,2,34298.62,5,5125.18
19155,799,3,14240.91,3,40307.3
19156,799,4,12657.04,2,42491.43
19157,799,5,17943.87,9,11544.51
19158,799,6,9990.47,4,46201.2
19159,799,7,17793.55,7,4029.46
19160,799,8,8500.61,1,17963.35
19161,799,9,30307.87,2,11254.56
19162,799,10,44026.55,6,44707.2
19163,799,11,19638.58,9,18370.28
19164,799,12,11548.3,1,1438.96
19165,799,13,35480.31,1,21206.4
19166,799,14,27154.57,0,25702.58
19167,799,15,49188.92,5,14118.35
19168,799,16,28529.63,1,16019.5
19169,799,17,7888.97,1,46228.66
19170,799,18,44686.64,5,19303.03
19171,799,19,40455.28,9,49651.54
19172,799,20,21273.32,4,12070.33
19173,799,21,55108.74,6,45381.37
19174,799,22,57758.68,3,44767.66
19175,799,23,31009.03,4,8606.34
19176,799,24,20500.75,8,13098.86
19177,800,1,34894.91,8,5887.07
19178,800,2,1831.46,2,7662.63
19179,800,3,54254.09,2,28811.36
19180,800,4,39526.96,5,32074.19
19181,800,5,3860.76,3,11118.14
19182,800,6,38006.89,7,21393.03
19183,800,7,31172.15,0,10958.84
19184,800,8,27093.57,9,6887.97
19185,800,9,32159.49,6,30063.6
19186,800,10,38885.96,9,36451.64
19187,800,11,24942.99,5,39229.2
19188,800,12,18697.57,1,12641.67
19189,800,13,18395.11,4,43663.9
19190,800,14,30753.92,0,35471.62
19191,800,15,47526.63,2,1727.01
19192,800,16,33583.93,8,21828.88
19193,800,17,1386.85,9,20656.84
19194,800,18,30748.1,2,7513.1
19195,800,19,5494.07,0,42473.98
19196,800,20,9948.41,9,31052.41
19197,800,21,35772.5,0,49914.74
19198,800,22,15509.98,3,11835.38
19199,800,23,1387.54,7,29098.4
19200,800,24,46022.63,2,39812.88
19201,801,1,59215.28,2,23906.03
19202,801,2,3283.15,2,31921.76
19203,801,3,33289.99,5,29120.98
19204,801,4,6093.44,3,42344.2
19205,801,5,39628.84,4,2970.38
19206,801,6,45519.36,6,48426.77
19207,801,7,45172.63,9,5926.36
19208,801,8,49082.66,3,25910.85
19209,801,9,27660.99,2,49028.69
19210,801,10,46367.29,5,35815.62
19211,801,11,48582.2,6,48461.07
19212,801,12,32447.7,4,38239.55
19213,801,13,56607.84,3,13545.09
19214,801,14,59502.24,8,16098.08
19215,801,15,36164.69,9,35571.77
19216,801,16,36931.49,2,13812.86
19217,801,17,9275.26,8,38158.64
19218,801,18,23875.04,2,1983.83
19219,801,19,17190.6,0,29767.38
19220,801,20,2430.56,2,5407.0
19221,801,21,46266.98,5,35968.19
19222,801,22,35163.36,6,45515.48
19223,801,23,49351.48,1,44013.99
19224,801,24,38055.41,7,18030.67
19225,802,1,55903.04,3,11171.32
19226,802,2,8905.25,4,11436.98
19227,802,3,27850.4,0,33971.09
19228,802,4,10518.52,5,33432.82
19229,802,5,14282.57,7,48331.87
19230,802,6,9457.37,0,5913.44
19231,802,7,49388.84,5,3736.46
19232,802,8,1010.83,8,23591.82
19233,802,9,39814.79,3,28999.79
19234,802,10,19454.84,7,10346.3
19235,802,11,9134.56,1,23229.16
19236,802,12,16404.92,0,41107.46
19237,802,13,14792.0,3,3359.76
19238,802,14,47024.38,6,22946.29
19239,802,15,38840.94,5,44619.32
19240,802,16,6921.95,1,30301.57
19241,802,17,9998.17,4,29890.92
19242,802,18,5006.54,3,9609.01
19243,802,19,45050.01,8,9577.09
19244,802,20,59667.34,5,45201.92
19245,802,21,1102.94,1,24336.77
19246,802,22,55359.67,7,33185.08
19247,802,23,25427.67,8,47950.93
19248,802,24,36952.68,6,46308.27
19249,803,1,52729.49,9,8912.11
19250,803,2,37858.85,3,46709.56
19251,803,3,38424.28,0,29441.77
19252,803,4,37114.34,5,12035.38
19253,803,5,5306.47,1,29678.03
19254,803,6,57613.04,2,23530.01
19255,803,7,23969.76,2,24664.16
19256,803,8,33820.37,2,62.39
19257,803,9,22075.83,6,44413.08
19258,803,10,5354.5,6,49510.78
19259,803,11,19750.97,4,20152.14
19260,803,12,55993.55,4,17598.74
19261,803,13,5370.27,5,32163.91
19262,803,14,13922.28,2,28461.7
19263,803,15,37487.27,9,25270.23
19264,803,16,7141.58,1,23749.31
19265,803,17,52647.34,6,38039.59
19266,803,18,21172.37,7,3944.85
19267,803,19,29922.62,6,16409.56
19268,803,20,51034.51,2,47545.39
19269,803,21,29562.68,4,25127.44
19270,803,22,48637.97,2,16398.05
19271,803,23,34235.62,8,25138.4
19272,803,24,10940.57,7,10165.22
19273,804,1,9776.77,9,27185.3
19274,804,2,42638.67,44,24066.72
19275,804,3,51950.68,8,19604.72
19276,804,4,52813.84,88,33245.14
19277,804,5,15579.72,3,43268.05
19278,804,6,48990.53,76,49147.03
19279,804,7,25353.71,4,48156.93
19280,804,8,26593.56,91,30090.53
19281,804,9,19781.02,3,35353.36
19282,804,10,41061.16,62,40527.15
19283,804,11,37395.75,39,36798.59
19284,804,12,43934.86,4,49744.36
19285,804,13,29129.46,2,20761.96
19286,804,14,35158.37,17,4507.61
19287,804,15,49898.65,107,41412.71
19288,804,16,34942.43,8,16604.74
19289,804,17,10969.32,0,27928.5
19290,804,18,6535.91,88,19633.09
19291,804,19,47461.22,3,13166.08
19292,804,20,26830.84,5,9918.99
19293,804,21,36394.13,5,860.72
19294,804,22,43424.81,23,29574.1
19295,804,23,41985.43,1,16156.49
19296,804,24,10639.19,35,34269.49
19297,805,1,11569.95,7,20850.73
19298,805,2,26361.39,4,21596.96
19299,805,3,52510.83,9,1103.19
19300,805,4,57993.23,9,38376.83
19301,805,5,48317.13,114,47596.56
19302,805,6,39175.57,6,46556.54
19303,805,7,16109.02,1,27967.47
19304,805,8,41885.97,75,24352.2
19305,805,9,14264.53,8,17048.74
19306,805,10,54762.32,7,34989.07
19307,805,11,2253.03,84,41809.74
19308,805,12,50958.8,3,36793.21
19309,805,13,28887.05,4,45440.71
19310,805,14,22983.62,5,34690.54
19311,805,15,20604.39,33,34204.02
19312,805,16,48685.8,87,20781.7
19313,805,17,1464.26,109,16894.82
19314,805,18,31112.11,75,32606.89
19315,805,19,1295.71,45,6607.4
19316,805,20,55912.19,6,29591.18
19317,805,21,51460.74,107,5295.47
19318,805,22,48230.3,3,47264.32
19319,805,23,53206.01,65,20163.74
19320,805,24,3901.22,6,21875.18
19321,806,1,1371.68,4,26456.97
19322,806,2,8610.06,1,47326.24
19323,806,3,46627.67,2,31676.54
19324,806,4,7325.93,2,4697.26
19325,806,5,18561.18,4,40924.71
19326,806,6,25634.74,3,8659.33
19327,806,7,12466.38,7,46736.99
19328,806,8,29676.28,1,23439.74
19329,806,9,39794.99,9,28080.98
19330,806,10,49699.89,0,7465.78
19331,806,11,35692.07,5,13252.56
19332,806,12,6111.47,8,21738.93
19333,806,13,13164.24,1,32818.87
19334,806,14,58566.2,4,29203.06
19335,806,15,41056.18,5,31006.29
19336,806,16,9264.79,7,40376.47
19337,806,17,23829.13,6,38164.96
19338,806,18,56600.81,9,5157.43
19339,806,19,32727.35,3,1236.41
19340,806,20,25133.81,5,21252.68
19341,806,21,34287.14,6,216.94
19342,806,22,56874.52,0,37498.39
19343,806,23,45142.21,6,178.13
19344,806,24,59174.38,2,22722.21
19345,807,1,15693.4,2,6813.81
19346,807,2,21102.64,4,14263.03
19347,807,3,46198.03,4,19734.55
19348,807,4,24808.39,6,31487.17
19349,807,5,56801.11,0,424.55
19350,807,6,26076.76,3,1428.44
19351,807,7,38012.45,9,17299.89
19352,807,8,50062.46,2,20579.53
19353,807,9,56926.36,5,23782.75
19354,807,10,12270.5,7,37763.84
19355,807,11,47376.6,7,32581.55
19356,807,12,55053.31,2,11805.42
19357,807,13,50962.29,8,43006.35
19358,807,14,59584.72,5,7397.41
19359,807,15,57996.77,5,17616.63
19360,807,16,53913.37,4,7057.75
19361,807,17,52681.59,4,26795.58
19362,807,18,56004.98,4,49919.69
19363,807,19,36235.75,9,15646.26
19364,807,20,19113.81,5,40954.59
19365,807,21,35414.13,5,21828.3
19366,807,22,43289.03,0,25421.25
19367,807,23,51896.88,4,24367.58
19368,807,24,3552.19,3,1617.55
19369,808,1,6503.68,9,13538.62
19370,808,2,5675.43,6,26998.29
19371,808,3,55470.04,6,12290.48
19372,808,4,1028.61,16,33388.11
19373,808,5,33899.63,9,28104.05
19374,808,6,24352.33,70,39417.98
19375,808,7,33711.49,49,44178.39
19376,808,8,31022.88,108,48854.26
19377,808,9,58275.26,30,42604.38
19378,808,10,35197.81,0,34497.43
19379,808,11,7098.61,69,26692.74
19380,808,12,55099.52,31,16431.83
19381,808,13,52129.35,5,47668.11
19382,808,14,10772.58,8,33852.58
19383,808,15,23277.73,39,34457.61
19384,808,16,25408.54,2,9489.35
19385,808,17,20342.22,56,6129.41
19386,808,18,47605.9,59,30375.13
19387,808,19,14003.04,116,17110.48
19388,808,20,44756.67,99,15952.85
19389,808,21,15730.95,6,36143.01
19390,808,22,54530.89,4,20623.3
19391,808,23,49478.64,5,16997.88
19392,808,24,32524.51,8,12389.71
19393,809,1,50243.19,2,21797.37
19394,809,2,29270.51,3,15739.99
19395,809,3,43929.48,0,41529.72
19396,809,4,10743.52,3,7021.63
19397,809,5,4733.05,9,14117.48
19398,809,6,45798.51,7,30598.44
19399,809,7,46284.92,1,26091.79
19400,809,8,9164.25,5,24739.84
19401,809,9,21694.05,0,18486.1
19402,809,10,42949.59,1,33563.79
19403,809,11,54612.55,2,4298.17
19404,809,12,58721.8,1,38226.45
19405,809,13,15612.23,3,41349.45
19406,809,14,32514.48,8,41637.51
19407,809,15,20265.0,8,43681.29
19408,809,16,30416.89,2,40589.81
19409,809,17,18710.84,4,29868.17
19410,809,18,49419.5,9,31042.91
19411,809,19,59081.68,6,37959.55
19412,809,20,33538.55,2,1944.57
19413,809,21,46372.55,5,15321.42
19414,809,22,10786.25,9,1061.89
19415,809,23,5173.53,2,44882.54
19416,809,24,27439.6,4,4481.07
19417,810,1,4542.46,6,12616.92
19418,810,2,21335.89,7,48714.92
19419,810,3,8008.63,6,47262.63
19420,810,4,56709.06,8,15086.65
19421,810,5,26214.31,2,10094.97
19422,810,6,52476.84,4,43077.73
19423,810,7,37256.79,5,24694.89
19424,810,8,8132.64,6,18027.69
19425,810,9,45286.52,4,44677.64
19426,810,10,44379.7,8,36443.09
19427,810,11,21974.47,3,6653.36
19428,810,12,24731.94,8,7622.71
19429,810,13,38167.46,5,37853.13
19430,810,14,2256.44,3,31469.08
19431,810,15,26806.97,5,42672.17
19432,810,16,7641.45,6,42106.27
19433,810,17,14682.44,6,14874.17
19434,810,18,28913.2,9,39445.13
19435,810,19,20775.66,3,25358.92
19436,810,20,49853.72,8,16824.72
19437,810,21,42299.91,6,32482.19
19438,810,22,29661.86,9,15574.71
19439,810,23,45924.04,4,13224.05
19440,810,24,59956.67,3,13411.6
19441,811,1,39211.53,3,38324.59
19442,811,2,35886.5,9,43433.16
19443,811,3,51183.43,7,15475.59
19444,811,4,41564.68,2,44450.22
19445,811,5,54477.41,5,48787.48
19446,811,6,21139.6,2,30666.91
19447,811,7,24732.24,5,16981.68
19448,811,8,4714.47,2,18056.73
19449,811,9,43214.62,1,38053.29
19450,811,10,54914.19,4,13346.64
19451,811,11,2535.17,8,45521.67
19452,811,12,48213.86,4,2270.46
19453,811,13,41873.95,9,7626.14
19454,811,14,33835.52,3,18402.36
19455,811,15,36415.48,7,19594.28
19456,811,16,19230.55,6,23512.29
19457,811,17,11622.59,4,49215.96
19458,811,18,19828.97,6,19734.38
19459,811,19,47326.4,0,29386.57
19460,811,20,38190.17,3,24591.48
19461,811,21,58608.98,6,7917.58
19462,811,22,34339.35,0,38396.23
19463,811,23,47728.77,5,12429.09
19464,811,24,19197.74,8,48897.54
19465,812,1,9347.55,5,37486.98
19466,812,2,59076.57,6,8252.32
19467,812,3,43942.73,1,2560.49
19468,812,4,16116.95,0,33556.57
19469,812,5,18126.3,8,6868.96
19470,812,6,20766.32,2,38003.99
19471,812,7,55430.72,9,47333.24
19472,812,8,21035.48,0,29456.17
19473,812,9,7830.85,6,47138.47
19474,812,10,9312.5,9,9989.53
19475,812,11,27357.67,5,25835.22
19476,812,12,39475.49,7,48896.43
19477,812,13,59739.43,3,19828.81
19478,812,14,18169.36,3,22099.47
19479,812,15,14727.0,7,30016.66
19480,812,16,22730.14,8,44056.76
19481,812,17,22031.17,1,43999.18
19482,812,18,2896.23,0,9899.8
19483,812,19,21492.74,4,36519.11
19484,812,20,17045.1,8,31793.58
19485,812,21,31586.76,9,24506.05
19486,812,22,39196.51,2,49650.82
19487,812,23,11945.78,7,36263.06
19488,812,24,54487.99,2,18761.9
19489,813,1,7323.54,0,23654.7
19490,813,2,30531.5,4,25907.58
19491,813,3,50303.43,7,30370.85
19492,813,4,35145.53,3,29221.96
19493,813,5,46633.26,6,575.48
19494,813,6,46570.86,7,26974.16
19495,813,7,27585.41,1,18260.1
19496,813,8,55463.76,2,4127.18
19497,813,9,27581.49,4,2332.35
19498,813,10,49590.56,6,32711.47
19499,813,11,21494.86,7,27463.76
19500,813,12,29540.73,3,45510.04
19501,813,13,47552.97,3,25551.05
19502,813,14,41337.34,2,26048.71
19503,813,15,7837.8,4,37048.45
19504,813,16,33995.1,8,12315.02
19505,813,17,45570.02,0,14465.55
19506,813,18,26405.64,6,40540.96
19507,813,19,58475.65,6,33600.26
19508,813,20,43970.88,4,18934.18
19509,813,21,25528.13,1,43699.53
19510,813,22,52420.07,8,3668.33
19511,813,23,30362.89,5,19916.92
19512,813,24,24990.46,2,38309.31
19513,814,1,53762.32,9,48249.55
19514,814,2,43705.92,4,37879.38
19515,814,3,5865.57,37,3695.68
19516,814,4,3627.3,87,31263.81
19517,814,5,15244.47,0,12627.47
19518,814,6,42536.02,8,28166.55
19519,814,7,18597.78,6,10404.62
19520,814,8,55917.24,0,48536.14
19521,814,9,40647.09,9,16408.58
19522,814,10,19801.21,4,5140.06
19523,814,11,33469.32,2,46442.05
19524,814,12,27795.16,9,8124.13
19525,814,13,42404.83,5,48286.72
19526,814,14,14084.05,8,23775.27
19527,814,15,47006.36,108,45704.98
19528,814,16,30378.65,77,49586.67
19529,814,17,5581.44,39,31295.13
19530,814,18,32892.97,35,47857.07
19531,814,19,20262.08,60,19084.76
19532,814,20,45546.26,84,22006.41
19533,814,21,17016.61,43,47545.25
19534,814,22,31494.46,49,26984.62
19535,814,23,43760.64,82,15179.49
19536,814,24,7754.04,5,43717.07
19537,815,1,33198.01,3,47113.25
19538,815,2,42498.34,3,7730.74
19539,815,3,28497.4,4,17784.74
19540,815,4,41787.23,7,38391.18
19541,815,5,19710.52,0,15595.2
19542,815,6,19499.27,8,30864.55
19543,815,7,19405.62,7,15510.31
19544,815,8,8872.57,5,30436.23
19545,815,9,42736.61,1,15863.95
19546,815,10,6423.01,3,16398.65
19547,815,11,56832.55,2,49255.12
19548,815,12,13288.25,3,38788.48
19549,815,13,55234.24,6,9602.39
19550,815,14,7446.08,8,34886.43
19551,815,15,57236.51,1,12654.49
19552,815,16,9905.29,1,34659.67
19553,815,17,40559.54,7,3545.1
19554,815,18,42817.75,4,38303.49
19555,815,19,40964.44,3,40405.75
19556,815,20,32165.51,0,32355.59
19557,815,21,52195.53,9,35987.46
19558,815,22,25979.9,7,24350.17
19559,815,23,29115.62,6,42765.39
19560,815,24,22203.87,5,10796.5
19561,816,1,5321.29,9,2661.21
19562,816,2,10183.14,5,2354.42
19563,816,3,56177.26,6,23689.53
19564,816,4,48040.14,8,48201.18
19565,816,5,46177.02,4,12736.49
19566,816,6,16692.42,1,26403.47
19567,816,7,59200.64,5,46502.55
19568,816,8,11634.11,7,33051.22
19569,816,9,58230.01,0,23626.93
19570,816,10,11748.77,1,26123.47
19571,816,11,49132.98,8,33228.22
19572,816,12,18584.81,8,15878.96
19573,816,13,3044.91,8,8400.5
19574,816,14,4621.19,5,1083.93
19575,816,15,5759.29,8,21699.8
19576,816,16,20308.2,0,41765.67
19577,816,17,48748.55,0,6913.34
19578,816,18,15744.3,5,21206.16
19579,816,19,32775.63,9,40041.73
19580,816,20,15008.94,1,6087.88
19581,816,21,8054.91,6,28052.56
19582,816,22,43775.91,5,21028.84
19583,816,23,31003.18,9,17992.51
19584,816,24,51978.89,6,24535.43
19585,817,1,33381.69,4,36068.08
19586,817,2,38192.55,9,27057.79
19587,817,3,42287.19,3,23858.54
19588,817,4,45177.45,3,9858.86
19589,817,5,13283.64,7,25964.87
19590,817,6,2399.77,9,34588.31
19591,817,7,20799.1,9,48279.34
19592,817,8,6144.3,3,30704.1
19593,817,9,38287.07,6,36171.44
19594,817,10,42070.43,8,3775.2
19595,817,11,19357.62,5,12932.54
19596,817,12,15975.24,2,43242.94
19597,817,13,32488.05,4,31510.84
19598,817,14,2638.88,2,17211.77
19599,817,15,43362.94,1,34400.19
19600,817,16,19884.43,6,11747.11
19601,817,17,45701.08,7,15246.97
19602,817,18,31871.28,3,13820.67
19603,817,19,12150.28,8,49585.95
19604,817,20,25419.46,1,21273.71
19605,817,21,50873.0,2,26131.77
19606,817,22,52433.53,3,35925.58
19607,817,23,7648.94,4,43604.1
19608,817,24,11444.41,6,45392.1
19609,818,1,56527.1,9,4698.24
19610,818,2,50112.42,0,4507.43
19611,818,3,45506.92,8,39996.18
19612,818,4,52259.74,5,18245.99
19613,818,5,4739.48,6,33769.41
19614,818,6,46063.51,6,26161.5
19615,818,7,45827.57,8,41177.4
19616,818,8,43635.73,3,30006.35
19617,818,9,53852.72,5,40535.93
19618,818,10,45929.92,5,43483.43
19619,818,11,34616.66,7,27111.57
19620,818,12,28378.17,8,34379.69
19621,818,13,34887.02,9,44815.57
19622,818,14,47610.82,3,7402.46
19623,818,15,31397.48,8,30672.73
19624,818,16,51503.95,9,41039.11
19625,818,17,46628.18,8,23050.33
19626,818,18,50904.69,9,26051.54
19627,818,19,41805.56,2,47639.14
19628,818,20,31025.14,2,39578.6
19629,818,21,43323.54,1,30566.59
19630,818,22,52205.22,6,3090.63
19631,818,23,12573.19,7,15198.9
19632,818,24,3406.53,4,4979.02
19633,819,1,57527.15,3,12191.75
19634,819,2,48417.54,6,21585.04
19635,819,3,23967.01,5,8078.22
19636,819,4,58989.51,7,48483.29
19637,819,5,19888.12,1,5153.99
19638,819,6,59672.03,6,3975.87
19639,819,7,25267.81,4,44141.27
19640,819,8,25152.61,6,17738.6
19641,819,9,54544.74,7,36994.89
19642,819,10,40418.43,6,48718.33
19643,819,11,54013.37,9,1823.38
19644,819,12,59110.31,9,3981.22
19645,819,13,29382.81,1,19673.83
19646,819,14,17264.91,3,27163.48
19647,819,15,25830.23,1,41027.6
19648,819,16,23761.15,1,7789.93
19649,819,17,47448.59,3,49089.84
19650,819,18,43057.2,5,35900.27
19651,819,19,58466.65,7,3172.74
19652,819,20,5575.85,0,38424.18
19653,819,21,38902.56,9,509.33
19654,819,22,28084.59,6,29511.81
19655,819,23,47411.67,9,42939.14
19656,819,24,40097.33,0,44019.98
19657,820,1,22109.64,6,31765.41
19658,820,2,43476.44,2,44985.48
19659,820,3,46665.19,2,26476.91
19660,820,4,31333.59,9,13117.77
19661,820,5,59979.65,7,29151.14
19662,820,6,44211.71,8,9190.63
19663,820,7,14934.79,1,32902.97
19664,820,8,15510.32,6,36784.28
19665,820,9,10655.89,7,6997.97
19666,820,10,27756.19,3,2500.33
19667,820,11,13416.62,2,40785.29
19668,820,12,50768.19,7,7564.63
19669,820,13,7627.27,7,25918.34
19670,820,14,43526.72,2,40051.08
19671,820,15,42291.4,0,13544.3
19672,820,16,14194.47,9,6799.51
19673,820,17,1416.0,7,24645.01
19674,820,18,50867.66,7,43264.67
19675,820,19,17445.84,5,6700.1
19676,820,20,30179.96,7,41415.28
19677,820,21,45026.31,0,15368.59
19678,820,22,48791.34,6,49207.78
19679,820,23,13543.68,5,25054.3
