company_id,ruc,razon_social,sector,region,empleados,segmento,fecha_alta,ejecutivo_comercial,nps,csat
702,20291603248,Express Inca EIRL,Transporte,Ica,9467,Mid-Market,26/10/2023,Ejecutivo_3,78,3.85
703,20815118567,Ingeniería Inca EIRL,Construcción,Ica,8810,Mid-Market,25/03/2020,Ejecutivo_4,70,4.77
704,20701765636,Retail Norte SAC,Retail,Lima,2911,SMB,3/08/2018,Ejecutivo_5,87,3.67
705,20577711837,Software Perú SAC,Tecnología,Huancayo,6398,SMB,6/09/2024,Ejecutivo_6,17,1.56
706,20209124186,Manufactura Capital SAC,Manufactura,Chiclayo,2851,Enterprise,27/07/2021,Ejecutivo_7,94,3.8
707,20275230837,Constructora Sur EIRL,Construcción,Piura,1213,Enterprise,19/07/2016,Ejecutivo_8,70,3.7
708,20647090063,Cloud Sur SAC,Tecnología,Cusco,7762,Mid-Market,19/02/2021,Ejecutivo_9,10,2.82
709,20106005313,Clínica Andes SAC,Salud,Huancayo,5498,SMB,21/10/2019,Ejecutivo_10,98,4.88
710,20068155839,Ingeniería Sur SAC,Construcción,Ica,1082,Enterprise,14/09/2017,Ejecutivo_11,95,4.85
711,20331552065,Academia Inca SAC,Educación,Chiclayo,2755,Mid-Market,23/01/2021,Ejecutivo_12,59,4.16
712,20149501364,Telecom Inca SAC,Telecomunicaciones,Tacna,2821,SMB,29/05/2021,Ejecutivo_13,64,4.18
713,20419562525,Agroindustrial Perú SAC,Agroindustria,Cusco,8968,Mid-Market,17/02/2025,Ejecutivo_14,52,4.3
714,20997683890,Industrial Pacífico SAC,Manufactura,Piura,9621,Enterprise,3/04/2016,Ejecutivo_15,76,4.5
715,20436391025,Cloud Capital SAC,Tecnología,Piura,1969,Mid-Market,4/02/2020,Ejecutivo_16,5,1.72
716,20303975245,Retail Andes EIRL,Retail,Piura,1216,Mid-Market,26/05/2021,Ejecutivo_17,91,4.15
717,20403553380,Cloud Capital EIRL,Tecnología,Piura,804,Enterprise,28/04/2017,Ejecutivo_18,97,3.73
718,20852701713,Medical Norte EIRL,Salud,Trujillo,7269,Mid-Market,26/11/2020,Ejecutivo_19,54,4.56
719,20298338167,Logística Andes SAC,Transporte,Cusco,1824,SMB,25/04/2016,Ejecutivo_20,90,3.99
720,20293449734,Logística Andes EIRL,Transporte,Chiclayo,4546,Enterprise,19/08/2017,Ejecutivo_21,74,4.37
721,20627768962,Industrial Pacífico EIRL,Manufactura,Cusco,5728,Mid-Market,21/04/2021,Ejecutivo_22,70,4.6
722,20614982824,Industrial Capital EIRL,Manufactura,Trujillo,2540,Enterprise,5/05/2020,Ejecutivo_23,73,3.79
723,20689715273,Manufactura Inca EIRL,Manufactura,Trujillo,6749,Enterprise,2/05/2019,Ejecutivo_24,32,2.04
724,20766656749,Salud Perú EIRL,Salud,Huancayo,9579,Enterprise,27/05/2021,Ejecutivo_25,60,4.55
725,20923645875,Telecom Perú EIRL,Telecomunicaciones,Huancayo,9528,SMB,22/10/2016,Ejecutivo_26,99,4.95
726,20370502497,Systems Inca SAC,Tecnología,Huancayo,8289,Enterprise,6/04/2017,Ejecutivo_27,55,4.53
727,20011669183,Cargo Andes SAC,Transporte,Lima,2506,Enterprise,12/05/2019,Ejecutivo_28,62,4.32
728,20448869461,Telecom Capital EIRL,Telecomunicaciones,Arequipa,2131,SMB,21/02/2018,Ejecutivo_29,3,2.36
729,20436402701,Agroindustrial Capital SAC,Agroindustria,Cajamarca,1481,Enterprise,28/07/2024,Ejecutivo_30,70,4.72
730,20622522372,Networks Inca EIRL,Telecomunicaciones,Trujillo,9783,Mid-Market,7/02/2019,Ejecutivo_31,63,4.57
731,20230234679,Infraestructura Norte SAC,Construcción,Piura,2942,Enterprise,7/11/2016,Ejecutivo_32,92,4.47
732,20614150937,Transportes Pacífico SAC,Transporte,Trujillo,3031,Mid-Market,6/10/2020,Ejecutivo_33,79,4.04
733,20090138069,Constructora Perú EIRL,Construcción,Trujillo,85,SMB,5/04/2021,Ejecutivo_34,90,4.27
734,20965555356,Distribuidora Inca EIRL,Retail,Arequipa,6920,SMB,30/08/2020,Ejecutivo_35,71,4.56
735,20107620918,Agro Pacífico EIRL,Agroindustria,Arequipa,907,Enterprise,4/07/2020,Ejecutivo_36,99,4.38
736,20863050505,Clínica Inca EIRL,Salud,Chiclayo,9755,Enterprise,30/09/2021,Ejecutivo_37,5,1.85
737,20691567164,Industrial Norte EIRL,Manufactura,Cusco,6006,SMB,1/02/2016,Ejecutivo_38,70,3.53
738,20271487271,Medical Capital SAC,Salud,Chiclayo,9019,Mid-Market,14/05/2020,Ejecutivo_39,97,3.68
739,20211602564,Educativa Andes SAC,Educación,Cajamarca,9244,Mid-Market,3/07/2019,Ejecutivo_40,88,4.28
740,20287153991,Distribuidora Sur SAC,Retail,Chiclayo,4116,Mid-Market,4/10/2019,Ejecutivo_41,87,3.92
741,20863341411,Consulting Sur EIRL,Finanzas,Cusco,6121,Mid-Market,12/05/2023,Ejecutivo_42,76,3.88
742,20952569040,Capital Sur SAC,Finanzas,Ica,8133,SMB,19/01/2021,Ejecutivo_43,59,4.1
743,20655289931,Educativa Capital EIRL,Educación,Huancayo,1043,SMB,7/03/2019,Ejecutivo_44,91,4.08
744,20524377294,Cloud Capital EIRL,Tecnología,Chiclayo,9499,SMB,11/12/2021,Ejecutivo_45,71,4.78
745,20814973746,Cloud Pacífico EIRL,Tecnología,Huancayo,412,Enterprise,6/02/2022,Ejecutivo_46,81,4.78
746,20302764208,Capital Capital SAC,Finanzas,Tacna,6115,Enterprise,10/11/2023,Ejecutivo_47,99,3.77
747,20566184438,Consulting Sur EIRL,Finanzas,Cajamarca,2960,Mid-Market,30/06/2021,Ejecutivo_48,28,2.95
748,20472927742,Ingeniería Pacífico SAC,Construcción,Ica,7711,Mid-Market,2/06/2016,Ejecutivo_49,31,1.84
749,20591266201,Medical Sur SAC,Salud,Huancayo,1031,SMB,3/04/2021,Ejecutivo_50,10,2.85
750,20859626301,Industrial Perú SAC,Manufactura,Lima,9465,SMB,13/06/2017,Ejecutivo_1,86,4.8
751,20617647501,Comunicaciones Pacífico SAC,Telecomunicaciones,Huancayo,6949,SMB,22/10/2019,Ejecutivo_2,56,4.52
752,20099974192,Constructora Inca SAC,Construcción,Piura,4195,Mid-Market,6/02/2020,Ejecutivo_3,75,4.57
753,20492151826,Producción Sur EIRL,Manufactura,Huancayo,5847,SMB,22/03/2020,Ejecutivo_4,74,4.53
754,20189813129,Systems Norte EIRL,Tecnología,Huancayo,2445,SMB,8/03/2020,Ejecutivo_5,98,3.73
755,20510293218,Transportes Norte EIRL,Transporte,Tacna,4909,Mid-Market,11/10/2018,Ejecutivo_6,83,4.79
756,20582603408,Tech Perú EIRL,Tecnología,Tacna,1788,SMB,4/03/2019,Ejecutivo_7,97,4.18
757,20585988310,Distribuidora Andes EIRL,Retail,Cusco,5982,Mid-Market,16/07/2020,Ejecutivo_8,72,4.68
758,20329839542,Digital Andes EIRL,Tecnología,Huancayo,5464,Enterprise,16/05/2021,Ejecutivo_9,63,3.57
759,20462671462,Agroindustrial Perú EIRL,Agroindustria,Huancayo,9908,Enterprise,12/10/2020,Ejecutivo_10,77,4.91
760,20359892625,Salud Sur EIRL,Salud,Piura,487,Enterprise,9/11/2021,Ejecutivo_11,6,1.75
761,20141818615,Comunicaciones Perú SAC,Telecomunicaciones,Trujillo,1908,SMB,21/02/2021,Ejecutivo_12,55,4.44
762,20234016361,Obras Pacífico EIRL,Construcción,Cusco,2344,Mid-Market,25/08/2021,Ejecutivo_13,69,4.5
763,20971859484,Ingeniería Norte EIRL,Construcción,Huancayo,7492,SMB,11/12/2024,Ejecutivo_14,82,3.71
764,20625889679,Constructora Andes EIRL,Construcción,Chiclayo,3692,Enterprise,15/07/2024,Ejecutivo_15,24,1.86
765,20226940539,Comercial Sur SAC,Retail,Tacna,4662,Enterprise,21/12/2019,Ejecutivo_16,83,4.32
766,20784468341,Industrial Inca EIRL,Manufactura,Huancayo,1657,Mid-Market,21/03/2022,Ejecutivo_17,87,4.48
767,20113129014,Comunicaciones Capital SAC,Telecomunicaciones,Huancayo,3767,SMB,27/12/2024,Ejecutivo_18,52,4.02
768,20778816093,Industrial Inca SAC,Manufactura,Cajamarca,3565,Mid-Market,1/09/2018,Ejecutivo_19,10,1.64
769,20389097283,Systems Sur EIRL,Tecnología,Ica,2649,SMB,21/04/2024,Ejecutivo_20,85,4.18
770,20850676251,Obras Capital SAC,Construcción,Cajamarca,6693,Enterprise,11/10/2016,Ejecutivo_21,82,4.79
771,20744309634,Salud Pacífico EIRL,Salud,Cusco,4322,Mid-Market,5/08/2024,Ejecutivo_22,9,1
772,20050975451,Educativa Inca EIRL,Educación,Cajamarca,8545,Enterprise,25/04/2023,Ejecutivo_23,62,3.67
773,20016731882,Capital Inca EIRL,Finanzas,Arequipa,8252,Mid-Market,19/10/2021,Ejecutivo_24,85,4.78
774,20437654562,Infraestructura Perú SAC,Construcción,Cajamarca,7065,SMB,9/05/2022,Ejecutivo_25,39,1.18
775,20225605313,Comercial Inca EIRL,Retail,Arequipa,5040,Enterprise,3/09/2022,Ejecutivo_26,71,3.99
776,20502374167,Digital Inca EIRL,Tecnología,Piura,4697,Mid-Market,8/09/2017,Ejecutivo_27,61,4.52
777,20568621102,Producción Sur SAC,Manufactura,Arequipa,9422,SMB,5/10/2024,Ejecutivo_28,80,4.66
778,20056906744,Finanzas Capital SAC,Finanzas,Lima,6337,Enterprise,31/12/2019,Ejecutivo_29,93,4.46
779,20823414363,Infraestructura Andes SAC,Construcción,Piura,9851,Enterprise,19/10/2016,Ejecutivo_30,29,1.01
780,20312604326,Ingeniería Andes SAC,Construcción,Piura,1187,Enterprise,7/06/2016,Ejecutivo_31,25,1.97
781,20668433567,Agro Perú SAC,Agroindustria,Cajamarca,1503,SMB,23/07/2022,Ejecutivo_32,0,2.97
782,20414545635,Academia Sur SAC,Educación,Cusco,4322,Mid-Market,27/06/2017,Ejecutivo_33,95,4.71
783,20053474916,Digital Perú SAC,Tecnología,Piura,3821,Enterprise,12/10/2017,Ejecutivo_34,56,3.69
784,20411082555,Distribuidora Pacífico EIRL,Retail,Chiclayo,3698,SMB,31/05/2024,Ejecutivo_35,70,3.7
785,20343961129,Campos Norte EIRL,Agroindustria,Cusco,947,Mid-Market,4/03/2017,Ejecutivo_36,85,4.34
786,20371189547,Cloud Sur SAC,Tecnología,Lima,911,Mid-Market,24/04/2019,Ejecutivo_37,16,1.4
787,20368485571,Medical Perú SAC,Salud,Cajamarca,7752,SMB,17/04/2017,Ejecutivo_38,23,1.09
788,20880294240,Telecom Inca EIRL,Telecomunicaciones,Cajamarca,3837,SMB,27/02/2016,Ejecutivo_39,28,1.7
789,20788127868,Digital Sur EIRL,Tecnología,Lima,6774,SMB,1/02/2020,Ejecutivo_40,99,4.32
790,20320293908,Comunicaciones Norte EIRL,Telecomunicaciones,Trujillo,5322,SMB,29/08/2017,Ejecutivo_41,91,3.52
791,20434481230,Learning Sur EIRL,Educación,Chiclayo,5977,SMB,18/02/2022,Ejecutivo_42,58,4.13
792,20424033810,Clínica Perú SAC,Salud,Cajamarca,6900,SMB,16/03/2020,Ejecutivo_43,93,4.67
793,20842694500,Inversiones Pacífico SAC,Finanzas,Cusco,6966,Mid-Market,12/04/2020,Ejecutivo_44,64,3.86
794,20240891649,Capital Sur EIRL,Finanzas,Lima,7826,Mid-Market,26/06/2024,Ejecutivo_45,95,3.57
795,20439627365,Farmacéutica Andes EIRL,Salud,Lima,8981,Enterprise,26/07/2016,Ejecutivo_46,88,3.59
796,20722397240,Industrial Inca SAC,Manufactura,Ica,3255,Mid-Market,30/07/2023,Ejecutivo_47,63,4.23
797,20931216376,Logística Capital EIRL,Transporte,Ica,7583,SMB,22/04/2022,Ejecutivo_48,98,3.53
798,20916601002,Educativa Sur SAC,Educación,Cusco,6871,Mid-Market,14/12/2020,Ejecutivo_49,61,4.84
799,20018513279,Obras Andes SAC,Construcción,Huancayo,34,Enterprise,8/07/2018,Ejecutivo_50,59,4.83
800,20723084810,Industrial Pacífico EIRL,Manufactura,Arequipa,3565,Enterprise,9/10/2021,Ejecutivo_1,77,4.44
801,20186203036,Tech Norte EIRL,Tecnología,Lima,7892,Enterprise,14/03/2023,Ejecutivo_2,62,3.99
802,20361721314,Cargo Sur EIRL,Transporte,Trujillo,2519,Enterprise,10/04/2025,Ejecutivo_3,82,4.33
803,20109226859,Obras Perú EIRL,Construcción,Tacna,3772,Mid-Market,25/03/2025,Ejecutivo_4,63,4.31
804,20945147541,Telecom Sur EIRL,Telecomunicaciones,Arequipa,2465,Mid-Market,12/03/2016,Ejecutivo_5,38,1.32
805,20526771196,Digital Capital SAC,Tecnología,Trujillo,5181,SMB,4/05/2022,Ejecutivo_6,21,1.52
806,20226557676,Retail Perú EIRL,Retail,Huancayo,2046,Enterprise,22/12/2024,Ejecutivo_7,88,4.42
807,20668788788,Capital Capital SAC,Finanzas,Ica,3699,Mid-Market,29/12/2018,Ejecutivo_8,76,4.19
808,20893135030,Farmacéutica Perú EIRL,Salud,Chiclayo,8285,Enterprise,18/04/2024,Ejecutivo_9,5,1.52
809,20055247286,Academia Andes SAC,Educación,Tacna,3907,Mid-Market,17/08/2024,Ejecutivo_10,64,4.18
810,20126065019,Medical Perú SAC,Salud,Arequipa,8941,Enterprise,10/04/2018,Ejecutivo_11,58,4.18
811,20025213109,Producción Capital SAC,Manufactura,Trujillo,423,Enterprise,24/08/2020,Ejecutivo_12,89,3.63
812,20728476570,Telecom Capital SAC,Telecomunicaciones,Chiclayo,8258,Enterprise,27/05/2024,Ejecutivo_13,50,4.78
813,20928206678,Ingeniería Perú SAC,Construcción,Lima,9405,Enterprise,4/06/2018,Ejecutivo_14,57,4.89
814,20624186236,Market Sur SAC,Retail,Cajamarca,3826,Enterprise,16/03/2019,Ejecutivo_15,35,1.23
815,20891775662,Digital Inca SAC,Tecnología,Huancayo,4775,SMB,19/09/2024,Ejecutivo_16,57,3.86
816,20111595034,Consulting Andes EIRL,Finanzas,Huancayo,602,Enterprise,22/06/2018,Ejecutivo_17,60,3.79
817,20904383034,Educativa Perú SAC,Educación,Arequipa,3054,Enterprise,27/04/2023,Ejecutivo_18,94,4.38
818,20005140546,Campos Perú EIRL,Agroindustria,Trujillo,4312,Mid-Market,19/03/2018,Ejecutivo_19,53,4.8
819,20521568182,Clínica Capital EIRL,Salud,Cusco,1878,SMB,17/04/2017,Ejecutivo_20,67,4.72
820,20422711332,Agroindustrial Inca SAC,Agroindustria,Arequipa,7747,Mid-Market,18/02/2021,Ejecutivo_21,67,4.25
821,20545960633,Cargo Inca SAC,Transporte,Trujillo,949,SMB,2/02/2022,Ejecutivo_22,67,4.51
822,20102481717,Agro Andes EIRL,Agroindustria,Tacna,9976,Mid-Market,16/01/2021,Ejecutivo_23,79,4.04
823,20495511274,Cargo Andes SAC,Transporte,Piura,7737,Enterprise,26/01/2025,Ejecutivo_24,14,1.83
824,20197054669,Distribuidora Sur SAC,Retail,Huancayo,6099,Enterprise,1/05/2016,Ejecutivo_25,11,1.01
825,20516874090,Express Pacífico EIRL,Transporte,Arequipa,5344,Mid-Market,24/02/2018,Ejecutivo_26,53,3.8
826,20462961367,Salud Andes SAC,Salud,Piura,2384,Enterprise,9/02/2021,Ejecutivo_27,94,4.89
827,20871121663,Obras Inca EIRL,Construcción,Cajamarca,8770,SMB,25/10/2023,Ejecutivo_28,95,3.83
828,20973714708,Finanzas Pacífico EIRL,Finanzas,Huancayo,2358,SMB,12/05/2025,Ejecutivo_29,93,4.29
829,20590960567,Industrial Sur SAC,Manufactura,Tacna,2751,Enterprise,4/03/2016,Ejecutivo_30,74,4.01
830,20644212146,Digital Capital SAC,Tecnología,Tacna,3943,Enterprise,24/06/2024,Ejecutivo_31,35,1.19
831,20834201654,Distribuidora Capital EIRL,Retail,Chiclayo,6286,SMB,27/12/2020,Ejecutivo_32,97,4.45
832,20782659608,Clínica Inca EIRL,Salud,Cusco,2592,Mid-Market,28/08/2016,Ejecutivo_33,27,2.85
833,20550272751,Agro Perú SAC,Agroindustria,Piura,6398,Enterprise,15/01/2023,Ejecutivo_34,93,4.42
834,20727910336,Comunicaciones Norte SAC,Telecomunicaciones,Cajamarca,5964,Enterprise,1/02/2024,Ejecutivo_35,84,3.92
835,20353390550,Educativa Norte EIRL,Educación,Ica,3281,Enterprise,2/11/2021,Ejecutivo_36,74,3.82
836,20766558685,Comercial Sur EIRL,Retail,Lima,8699,SMB,17/01/2022,Ejecutivo_37,79,4.73
837,20289286646,Express Inca EIRL,Transporte,Cusco,3302,Enterprise,17/03/2020,Ejecutivo_38,89,4.93
838,20109617981,Comercial Perú SAC,Retail,Piura,9721,Enterprise,30/03/2018,Ejecutivo_39,54,3.6
839,20463378613,Producción Norte SAC,Manufactura,Arequipa,7802,SMB,14/08/2024,Ejecutivo_40,20,1.4
840,20660538444,Industrial Pacífico EIRL,Manufactura,Huancayo,9679,Mid-Market,12/04/2022,Ejecutivo_41,74,4.65
841,20600025895,Networks Andes SAC,Telecomunicaciones,Cajamarca,8868,Mid-Market,12/11/2020,Ejecutivo_42,63,3.62
842,20396096262,Express Andes EIRL,Transporte,Huancayo,702,Mid-Market,28/09/2023,Ejecutivo_43,56,3.73
843,20128196482,Capital Inca SAC,Finanzas,Arequipa,6061,Enterprise,3/04/2021,Ejecutivo_44,50,3.56
844,20609209819,Salud Perú SAC,Salud,Chiclayo,768,Mid-Market,23/11/2020,Ejecutivo_45,84,4.4
845,20233438364,Digital Inca EIRL,Tecnología,Ica,4177,Enterprise,11/02/2025,Ejecutivo_46,1,1.69
846,20091179112,Software Perú SAC,Tecnología,Lima,9246,SMB,9/07/2017,Ejecutivo_47,70,4.92
847,20753617061,Retail Perú SAC,Retail,Trujillo,4607,Enterprise,29/10/2020,Ejecutivo_48,74,3.95
848,20657224029,Ingeniería Sur EIRL,Construcción,Trujillo,4832,SMB,17/10/2024,Ejecutivo_49,54,5
849,20579980284,Agro Perú EIRL,Agroindustria,Lima,7623,Mid-Market,12/01/2024,Ejecutivo_50,66,3.88
850,20808823513,Ingeniería Norte SAC,Construcción,Tacna,443,SMB,2/05/2021,Ejecutivo_1,76,4.07
851,20244731584,Capital Andes SAC,Finanzas,Lima,5807,Mid-Market,24/04/2018,Ejecutivo_2,91,4.42
852,20342346199,Manufactura Norte EIRL,Manufactura,Lima,2676,SMB,14/07/2023,Ejecutivo_3,90,3.92
853,20676945919,Logística Sur EIRL,Transporte,Lima,7928,SMB,24/02/2016,Ejecutivo_4,58,3.73
854,20517208496,Telecom Norte EIRL,Telecomunicaciones,Lima,4546,Mid-Market,16/12/2023,Ejecutivo_5,83,3.72
855,20601256253,Campos Norte EIRL,Agroindustria,Cajamarca,3669,Enterprise,25/05/2019,Ejecutivo_6,32,2.62
856,20510505379,Clínica Pacífico SAC,Salud,Cusco,2964,Enterprise,23/08/2021,Ejecutivo_7,95,3.64
857,20649383184,Capital Norte SAC,Finanzas,Lima,9698,Enterprise,24/08/2020,Ejecutivo_8,81,4.21
858,20655330770,Campos Perú EIRL,Agroindustria,Chiclayo,8718,Enterprise,18/04/2017,Ejecutivo_9,75,4.37
859,20295963904,Telecom Perú EIRL,Telecomunicaciones,Cusco,8001,SMB,13/10/2017,Ejecutivo_10,84,5
860,20260880501,Agro Inca EIRL,Agroindustria,Ica,5199,Enterprise,3/01/2016,Ejecutivo_11,12,1.77
861,20455618579,Infraestructura Sur EIRL,Construcción,Piura,3407,Mid-Market,14/07/2025,Ejecutivo_12,85,4
862,20715910300,Comunicaciones Sur EIRL,Telecomunicaciones,Cajamarca,9744,Mid-Market,19/06/2016,Ejecutivo_13,33,1.71
863,20321358004,Obras Capital EIRL,Construcción,Trujillo,2576,SMB,22/07/2022,Ejecutivo_14,65,3.78
864,20145964229,Tech Perú EIRL,Tecnología,Tacna,9529,SMB,13/03/2017,Ejecutivo_15,75,3.55
865,20967188397,Ingeniería Pacífico SAC,Construcción,Huancayo,5580,Mid-Market,23/08/2023,Ejecutivo_16,75,4.86
866,20314415833,Manufactura Pacífico EIRL,Manufactura,Arequipa,54,Enterprise,15/03/2020,Ejecutivo_17,83,4.96
867,20303763715,Constructora Inca SAC,Construcción,Arequipa,746,SMB,9/09/2020,Ejecutivo_18,54,3.75
868,20472812356,Campos Norte EIRL,Agroindustria,Cajamarca,4763,Enterprise,30/12/2023,Ejecutivo_19,73,3.63
869,20314624912,Campos Andes EIRL,Agroindustria,Piura,4250,Enterprise,18/10/2023,Ejecutivo_20,20,1.73
870,20724078754,Constructora Andes SAC,Construcción,Lima,1756,Enterprise,29/04/2021,Ejecutivo_21,75,4.96
871,20326868507,Educativa Pacífico EIRL,Educación,Huancayo,2772,SMB,29/07/2021,Ejecutivo_22,62,3.79
872,20634362948,Finanzas Perú EIRL,Finanzas,Chiclayo,8464,Enterprise,1/07/2018,Ejecutivo_23,86,4.24
873,20031310094,Producción Inca SAC,Manufactura,Tacna,3091,Enterprise,13/06/2021,Ejecutivo_24,65,4.79
874,20966613473,Constructora Pacífico SAC,Construcción,Trujillo,9825,Enterprise,29/08/2024,Ejecutivo_25,73,4.1
875,20940128974,Clínica Sur EIRL,Salud,Piura,542,Mid-Market,7/04/2021,Ejecutivo_26,71,4.16
876,20225720765,Medical Pacífico SAC,Salud,Piura,531,Enterprise,18/05/2021,Ejecutivo_27,55,4.41
877,20095790737,Cargo Perú SAC,Transporte,Lima,785,Mid-Market,14/06/2021,Ejecutivo_28,53,3.93
878,20388221145,Tech Norte EIRL,Tecnología,Cusco,1251,Enterprise,24/02/2018,Ejecutivo_29,96,3.82
879,20745705458,Producción Pacífico EIRL,Manufactura,Huancayo,1863,SMB,6/02/2022,Ejecutivo_30,75,4.2
880,20802632570,Agroindustrial Perú EIRL,Agroindustria,Huancayo,9168,SMB,10/03/2020,Ejecutivo_31,82,3.75
881,20531361487,Campos Sur EIRL,Agroindustria,Trujillo,6048,Enterprise,3/06/2018,Ejecutivo_32,56,4.42
882,20569644309,Educativa Pacífico EIRL,Educación,Tacna,6229,Enterprise,7/03/2024,Ejecutivo_33,95,4.36
883,20954107272,Finanzas Inca EIRL,Finanzas,Huancayo,5050,Mid-Market,19/11/2019,Ejecutivo_34,96,3.56
884,20414070349,Retail Pacífico EIRL,Retail,Cajamarca,4024,SMB,16/10/2017,Ejecutivo_35,67,3.61
885,20650042548,Systems Pacífico SAC,Tecnología,Chiclayo,8796,Enterprise,25/03/2025,Ejecutivo_36,93,4.59
886,20236914307,Educativa Perú EIRL,Educación,Huancayo,1601,Mid-Market,27/07/2023,Ejecutivo_37,91,3.62
887,20661449429,Capital Capital EIRL,Finanzas,Lima,8517,Mid-Market,3/06/2023,Ejecutivo_38,31,2.54
888,20426834414,Capital Sur SAC,Finanzas,Cajamarca,3114,Mid-Market,13/10/2018,Ejecutivo_39,65,4.69
889,20612875857,Producción Andes EIRL,Manufactura,Ica,5612,SMB,5/07/2020,Ejecutivo_40,55,4.65
890,20708061294,Comunicaciones Inca EIRL,Telecomunicaciones,Huancayo,1338,Enterprise,19/07/2016,Ejecutivo_41,89,4.21
891,20062607870,Clínica Andes EIRL,Salud,Cusco,7312,Mid-Market,11/02/2020,Ejecutivo_42,53,4.05
892,20591497501,Software Capital SAC,Tecnología,Trujillo,5778,SMB,8/11/2016,Ejecutivo_43,96,3.7
893,20382872324,Campos Norte SAC,Agroindustria,Piura,6471,Enterprise,17/08/2016,Ejecutivo_44,84,4.48
894,20931102918,Comercial Capital EIRL,Retail,Ica,2169,Mid-Market,18/05/2023,Ejecutivo_45,63,4.97
895,20087601467,Medical Perú EIRL,Salud,Piura,2045,Mid-Market,10/02/2022,Ejecutivo_46,51,3.93
896,20916202232,Clínica Capital EIRL,Salud,Chiclayo,7233,Enterprise,13/11/2019,Ejecutivo_47,64,4.28
897,20441975466,Educativa Inca EIRL,Educación,Arequipa,7007,Enterprise,11/08/2024,Ejecutivo_48,91,4.58
898,20204719609,Infraestructura Inca EIRL,Construcción,Chiclayo,9714,Enterprise,6/09/2017,Ejecutivo_49,14,1.56
899,20527740258,Cloud Inca SAC,Tecnología,Lima,7313,Mid-Market,2/02/2020,Ejecutivo_50,76,4.24
900,20812259572,Educativa Pacífico EIRL,Educación,Trujillo,9173,SMB,3/07/2024,Ejecutivo_1,64,4.87
901,20679298842,Distribuidora Perú EIRL,Retail,Piura,2122,Mid-Market,29/10/2021,Ejecutivo_2,30,1.04
902,20100231177,Inversiones Norte EIRL,Finanzas,Chiclayo,2587,Mid-Market,9/03/2017,Ejecutivo_3,97,4.01
903,20661094101,Medical Perú SAC,Salud,Cajamarca,2715,SMB,28/01/2017,Ejecutivo_4,51,4.95
904,20176298334,Finanzas Andes EIRL,Finanzas,Chiclayo,117,Enterprise,13/03/2021,Ejecutivo_5,72,4.46
905,20326831901,Producción Pacífico SAC,Manufactura,Tacna,4085,SMB,14/11/2022,Ejecutivo_6,15,1.2
906,20698152873,Digital Perú EIRL,Tecnología,Arequipa,8006,Mid-Market,29/03/2019,Ejecutivo_7,70,4.87
907,20598217661,Farmacéutica Norte EIRL,Salud,Lima,5580,Mid-Market,12/12/2018,Ejecutivo_8,55,4.74
908,20117309850,Ingeniería Capital EIRL,Construcción,Arequipa,6891,Enterprise,16/09/2019,Ejecutivo_9,18,2.77
909,20124189389,Market Inca EIRL,Retail,Trujillo,3406,SMB,8/12/2019,Ejecutivo_10,65,3.6
910,20819740056,Distribuidora Norte SAC,Retail,Chiclayo,2562,Mid-Market,29/06/2025,Ejecutivo_11,20,2.46
911,20238503719,Clínica Capital SAC,Salud,Piura,4574,Enterprise,31/07/2018,Ejecutivo_12,55,4.23
912,20516991872,Campos Capital SAC,Agroindustria,Cajamarca,338,Enterprise,29/03/2023,Ejecutivo_13,76,4.38
913,20835674300,Tech Perú EIRL,Tecnología,Arequipa,2853,Mid-Market,20/04/2024,Ejecutivo_14,58,4.45
914,20870662668,Farmacéutica Sur SAC,Salud,Chiclayo,2713,SMB,4/04/2025,Ejecutivo_15,82,3.78
915,20535603319,Infraestructura Perú EIRL,Construcción,Ica,8102,SMB,29/07/2023,Ejecutivo_16,16,2.99
916,20030102724,Farmacéutica Sur SAC,Salud,Arequipa,7719,SMB,27/02/2020,Ejecutivo_17,73,4.64
917,20429671114,Inversiones Norte SAC,Finanzas,Piura,6841,Enterprise,27/01/2024,Ejecutivo_18,23,2.87
918,20374584384,Farmacéutica Sur EIRL,Salud,Tacna,2997,Mid-Market,24/12/2017,Ejecutivo_19,61,4.57
919,20569741328,Learning Perú SAC,Educación,Cusco,1964,SMB,22/04/2025,Ejecutivo_20,58,3.62
920,20203771070,Retail Perú EIRL,Retail,Lima,1197,SMB,8/01/2025,Ejecutivo_21,89,3.91
921,20049670667,Distribuidora Pacífico SAC,Retail,Piura,3430,Mid-Market,12/02/2021,Ejecutivo_22,74,4.11
922,20680408509,Medical Inca SAC,Salud,Trujillo,1611,SMB,12/05/2023,Ejecutivo_23,88,3.7
923,20059660186,Inversiones Capital SAC,Finanzas,Lima,1842,Enterprise,6/03/2025,Ejecutivo_24,66,4.82
924,20267320441,Distribuidora Inca EIRL,Retail,Ica,439,SMB,9/09/2020,Ejecutivo_25,84,4.48
925,20094544901,Academia Pacífico EIRL,Educación,Ica,3456,Enterprise,21/01/2019,Ejecutivo_26,95,4.05
926,20277070705,Campos Pacífico EIRL,Agroindustria,Chiclayo,922,Mid-Market,29/01/2016,Ejecutivo_27,51,3.51
927,20914985172,Educativa Inca SAC,Educación,Chiclayo,4653,Enterprise,26/06/2024,Ejecutivo_28,51,3.94
928,20232290310,Market Capital EIRL,Retail,Chiclayo,1079,SMB,19/02/2020,Ejecutivo_29,88,4
