servicio_id,company_id,tipo_servicio,plazo_meses,monto_mensual,sla_contratado,renovacion_automatica
3908,1298,Ciberseguridad Gestionada,24,4596.83,99.95,No
3909,1299,Ciberseguridad Gestionada,36,20995.89,99.5,No
3910,1299,MPLS,12,11649.76,99.5,Si
3911,1299,MPLS,24,22433.98,99.95,Si
3912,1300,Internet Dedicado,24,6659.08,99.95,Si
3913,1300,SD-WAN,12,23551.79,99.9,No
3914,1300,MPLS,24,12633.04,99.9,Si
3915,1300,MPLS,24,10028.74,99.9,No
3916,1300,Voz IP,36,21327.55,99.95,Si
3917,1301,Ciberseguridad Gestionada,36,15782.74,99.95,Si
3918,1301,Internet Dedicado,36,9295.62,99.95,Si
3919,1301,Internet Dedicado,24,17634.92,99.5,Si
3920,1301,Cloud,12,16161.85,99.9,Si
3921,1302,Voz IP,36,6646.22,99.95,Si
3922,1302,Data Center,24,17399.92,99.95,Si
3923,1303,SD-WAN,24,21853.52,99.5,No
3924,1303,MPLS,36,16537.2,99.95,Si
3925,1303,Voz IP,36,11989.28,99.5,Si
3926,1304,Data Center,36,15559.8,99.95,Si
3927,1305,Ciberseguridad Gestionada,24,1564.5,99.95,Si
3928,1305,Voz IP,12,1264.21,99.9,Si
3929,1306,Voz IP,24,5304.4,99.5,Si
3930,1306,Voz IP,24,6705.1,99.5,Si
3931,1306,MPLS,36,3405.69,99.9,Si
3932,1307,Ciberseguridad Gestionada,12,20965.53,99.5,Si
3933,1307,Data Center,36,18521.37,99.95,Si
3934,1308,Data Center,12,18990.04,99.5,Si
3935,1308,Cloud,12,18540.9,99.5,Si
3936,1308,Ciberseguridad Gestionada,12,18341.85,99.5,Si
3937,1308,Data Center,36,20529.95,99.95,Si
3938,1308,Cloud,24,4619.19,99.95,Si
3939,1309,MPLS,36,24655.59,99.9,Si
3940,1309,MPLS,36,4278.77,99.95,Si
3941,1310,SD-WAN,36,2846.96,99.5,Si
3942,1310,Ciberseguridad Gestionada,24,14201.5,99.95,No
3943,1310,Data Center,36,17665.31,99.9,Si
3944,1310,Ciberseguridad Gestionada,24,18913.73,99.9,Si
3945,1310,Data Center,24,521.07,99.95,Si
3946,1311,Data Center,36,16522.48,99.95,No
3947,1311,Voz IP,36,9132.29,99.5,Si
3948,1311,Voz IP,12,10589.42,99.9,No
3949,1311,Data Center,12,10093.94,99.95,Si
3950,1312,Ciberseguridad Gestionada,24,2473.11,99.5,No
3951,1312,Ciberseguridad Gestionada,24,8681.18,99.9,Si
3952,1312,MPLS,36,24740.64,99.5,Si
3953,1313,SD-WAN,12,21191.23,99.9,Si
3954,1313,SD-WAN,24,7025.96,99.95,Si
3955,1313,Voz IP,24,1762.16,99.5,Si
3956,1313,Ciberseguridad Gestionada,24,17473.43,99.95,No
3957,1314,MPLS,36,7995.26,99.5,No
3958,1314,Data Center,24,14802.73,99.9,Si
3959,1314,Data Center,12,3229.63,99.9,No
3960,1314,Ciberseguridad Gestionada,36,17810.63,99.9,Si
3961,1315,Data Center,36,14948.89,99.95,Si
3962,1315,Data Center,24,7377.49,99.95,No
3963,1315,MPLS,12,12948.52,99.9,No
3964,1315,Voz IP,36,592.24,99.95,Si
3965,1316,Voz IP,12,3988.41,99.9,Si
3966,1316,Voz IP,24,14182.34,99.5,Si
3967,1316,Ciberseguridad Gestionada,24,15293.97,99.9,No
3968,1316,Data Center,36,21441.7,99.9,No
3969,1316,Cloud,12,13814.29,99.95,Si
3970,1317,Ciberseguridad Gestionada,36,2451.91,99.95,Si
3971,1318,SD-WAN,24,17511.55,99.9,No
3972,1318,SD-WAN,24,1251.64,99.95,No
3973,1319,Data Center,24,10999.73,99.95,No
3974,1320,MPLS,12,20732.6,99.5,No
3975,1320,MPLS,36,23933.15,99.5,No
3976,1320,Data Center,12,11140.58,99.9,No
3977,1320,Voz IP,24,17533.8,99.9,No
3978,1321,MPLS,24,15807.32,99.9,No
3979,1321,MPLS,12,10230.48,99.5,Si
3980,1322,Cloud,36,7935.03,99.95,No
3981,1322,SD-WAN,24,10026.37,99.9,No
3982,1323,Cloud,36,13318.76,99.9,No
3983,1323,Internet Dedicado,24,23257.96,99.95,Si
3984,1324,MPLS,24,9304.34,99.5,Si
3985,1324,Internet Dedicado,12,12656.04,99.95,No
3986,1324,Ciberseguridad Gestionada,12,11611.26,99.9,Si
3987,1325,Data Center,12,15629.31,99.5,Si
3988,1325,Data Center,36,1369.45,99.9,No
3989,1325,SD-WAN,24,12049.18,99.95,Si
3990,1325,Voz IP,36,8880.51,99.9,Si
3991,1326,MPLS,24,18821.71,99.9,No
3992,1326,MPLS,12,24794.27,99.9,No
3993,1326,Ciberseguridad Gestionada,12,3298.45,99.9,No
3994,1326,Cloud,12,15760.62,99.9,Si
3995,1327,Data Center,24,1740.17,99.9,Si
3996,1328,SD-WAN,36,8129.75,99.95,Si
3997,1328,Data Center,12,22896.53,99.9,No
3998,1328,Data Center,12,22581.36,99.95,Si
3999,1328,Cloud,36,3446.57,99.95,Si
4000,1329,Cloud,36,22007.36,99.9,No
4001,1329,Voz IP,12,6919.66,99.9,No
4002,1329,MPLS,24,12442.45,99.95,No
4003,1330,Voz IP,24,4577.83,99.9,Si
4004,1330,Cloud,36,4184.76,99.5,Si
4005,1330,SD-WAN,36,17123.93,99.5,Si
4006,1330,Voz IP,12,9272.58,99.95,No
4007,1330,Internet Dedicado,12,16295.77,99.9,No
4008,1331,Data Center,12,17424.78,99.9,Si
4009,1331,Voz IP,24,18386.68,99.9,Si
4010,1331,Ciberseguridad Gestionada,24,15597.3,99.5,Si
4011,1331,Internet Dedicado,36,12139.09,99.9,Si
4012,1332,MPLS,36,20794.81,99.5,Si
4013,1332,SD-WAN,36,7320.88,99.5,Si
4014,1333,Ciberseguridad Gestionada,24,714.85,99.5,No
4015,1333,Data Center,24,2365.93,99.9,Si
4016,1334,Ciberseguridad Gestionada,24,10562.75,99.5,No
4017,1334,Cloud,24,13316.13,99.5,Si
4018,1334,Voz IP,24,8419.85,99.95,No
4019,1334,Ciberseguridad Gestionada,36,23818.43,99.95,Si
4020,1334,Cloud,24,18626.72,99.5,Si
4021,1335,Voz IP,12,24323.78,99.5,No
4022,1335,Data Center,24,14530.97,99.5,No
4023,1335,Data Center,12,10624.23,99.9,Si
4024,1336,SD-WAN,12,23570.48,99.9,No
4025,1336,MPLS,12,3335.53,99.5,Si
4026,1337,MPLS,12,8290.23,99.95,No
4027,1337,Data Center,12,19795.23,99.95,Si
4028,1337,Cloud,24,1384.82,99.9,Si
4029,1338,MPLS,36,8593.8,99.9,No
4030,1338,SD-WAN,36,14175.91,99.5,Si
4031,1339,Ciberseguridad Gestionada,12,1406.29,99.5,No
4032,1339,Voz IP,24,5418.71,99.95,Si
4033,1339,MPLS,24,20300.44,99.95,Si
4034,1339,Ciberseguridad Gestionada,24,1153.08,99.95,Si
4035,1339,Voz IP,12,4719.01,99.5,Si
4036,1340,Internet Dedicado,24,12556.17,99.5,No
4037,1341,MPLS,12,7478.16,99.95,Si
4038,1341,Internet Dedicado,12,22600.55,99.5,Si
4039,1341,Internet Dedicado,36,2030.87,99.95,Si
4040,1341,Cloud,36,11621.03,99.9,Si
4041,1341,Cloud,12,21738.34,99.5,No
4042,1342,Cloud,12,3852.97,99.95,Si
4043,1343,MPLS,36,13836.07,99.5,Si
4044,1343,SD-WAN,12,11494.22,99.5,Si
4045,1343,Ciberseguridad Gestionada,12,10741.83,99.95,Si
4046,1344,Internet Dedicado,12,20275.17,99.9,Si
4047,1344,Data Center,12,23071.38,99.9,Si
4048,1344,Data Center,36,11629.14,99.5,No
4049,1344,Cloud,24,21212.52,99.5,Si
4050,1344,Voz IP,24,15746.54,99.5,Si
4051,1345,Cloud,36,9130.08,99.9,Si
4052,1345,MPLS,24,754.09,99.5,Si
4053,1345,Ciberseguridad Gestionada,12,4997.67,99.9,Si
4054,1345,Voz IP,12,1037.76,99.5,Si
4055,1345,Ciberseguridad Gestionada,12,17047.28,99.5,Si
4056,1346,MPLS,36,24113.32,99.95,Si
4057,1346,Voz IP,12,7692.73,99.95,No
4058,1346,Data Center,24,21665.8,99.95,Si
4059,1346,SD-WAN,36,6210.09,99.5,Si
4060,1346,Voz IP,36,18467.1,99.95,No
4061,1347,Ciberseguridad Gestionada,24,19635.29,99.5,Si
4062,1347,Voz IP,12,1143.19,99.5,No
4063,1347,Data Center,12,17315.19,99.9,Si
4064,1347,SD-WAN,24,19888.98,99.95,No
4065,1348,Data Center,36,12000.77,99.5,Si
4066,1348,Data Center,24,13066.09,99.5,Si
4067,1349,Data Center,36,21321.73,99.95,Si
4068,1349,Voz IP,36,23510.25,99.95,Si
4069,1350,SD-WAN,36,6088.39,99.5,Si
4070,1350,Internet Dedicado,24,6046.26,99.95,Si
4071,1351,Data Center,36,9014.89,99.95,Si
4072,1351,Ciberseguridad Gestionada,12,1966.86,99.9,Si
4073,1351,MPLS,24,23332.75,99.5,No
4074,1351,Data Center,36,1817.85,99.95,No
4075,1352,SD-WAN,12,3876.95,99.9,Si
4076,1352,Internet Dedicado,36,19827.2,99.9,Si
4077,1352,Voz IP,24,16273.03,99.9,Si
4078,1352,Cloud,24,24482.12,99.5,No
4079,1353,Internet Dedicado,36,18618.04,99.5,Si
4080,1353,Data Center,36,7649.95,99.5,No
4081,1354,MPLS,24,5433.94,99.95,Si
4082,1354,MPLS,36,589.45,99.9,Si
4083,1354,Data Center,36,16935.87,99.95,No
4084,1355,Data Center,36,24557.1,99.9,No
4085,1355,Cloud,12,5964.75,99.9,No
4086,1355,Data Center,24,539.29,99.9,No
4087,1356,SD-WAN,24,19136.53,99.95,Si
4088,1357,Internet Dedicado,36,13107.76,99.9,Si
4089,1357,Internet Dedicado,12,22226.93,99.5,Si
4090,1357,Voz IP,36,20568.59,99.9,Si
4091,1358,Data Center,36,23141.3,99.5,Si
4092,1358,Internet Dedicado,12,5088.33,99.95,Si
4093,1358,MPLS,36,13037.35,99.95,Si
4094,1359,Internet Dedicado,36,3883.93,99.5,Si
4095,1359,Internet Dedicado,24,1923.5,99.9,No
4096,1360,SD-WAN,12,7621.39,99.5,No
4097,1361,Cloud,24,8546.71,99.5,No
4098,1361,SD-WAN,36,22534.98,99.9,Si
4099,1361,MPLS,12,10763.05,99.95,Si
4100,1361,Data Center,24,6542.36,99.5,No
4101,1362,Internet Dedicado,24,13941.15,99.5,No
4102,1363,Cloud,24,14365.52,99.5,Si
4103,1363,Cloud,24,18421.93,99.9,No
4104,1363,MPLS,36,8185.53,99.9,No
4105,1363,Cloud,24,3698.45,99.9,Si
4106,1364,Ciberseguridad Gestionada,24,3068.56,99.5,Si
4107,1364,SD-WAN,12,4838.47,99.9,Si
4108,1364,SD-WAN,24,14911.51,99.9,Si
4109,1364,Voz IP,24,18622.11,99.95,Si
4110,1365,Voz IP,24,13208.27,99.5,Si
4111,1365,SD-WAN,12,6971.47,99.5,Si
4112,1365,SD-WAN,24,2980.97,99.95,Si
4113,1366,Internet Dedicado,24,10213.13,99.5,No
4114,1366,SD-WAN,12,10375.11,99.9,No
4115,1366,Internet Dedicado,24,3472.3,99.95,Si
4116,1366,Internet Dedicado,12,6790.8,99.9,No
4117,1367,SD-WAN,36,4703.87,99.9,Si
4118,1367,Cloud,36,10875.13,99.9,No
4119,1368,Ciberseguridad Gestionada,24,2065.33,99.95,Si
4120,1368,Ciberseguridad Gestionada,12,7527.97,99.5,No
4121,1368,MPLS,12,1165.38,99.5,Si
4122,1368,Internet Dedicado,36,19041.76,99.9,No
4123,1369,Internet Dedicado,24,13603.46,99.95,Si
4124,1369,Data Center,12,8501.26,99.95,Si
4125,1369,MPLS,12,5477.97,99.95,Si
4126,1369,Ciberseguridad Gestionada,24,11722.18,99.9,Si
4127,1370,Voz IP,24,8921.35,99.5,No
4128,1370,Ciberseguridad Gestionada,12,21192.08,99.95,No
4129,1370,MPLS,12,22615.68,99.95,Si
4130,1370,MPLS,12,19310.9,99.95,Si
4131,1370,Internet Dedicado,36,9885.76,99.5,Si
4132,1371,SD-WAN,12,1978.48,99.95,Si
4133,1371,Cloud,36,1292.07,99.9,No
4134,1371,Data Center,24,6470.65,99.95,No
4135,1371,Ciberseguridad Gestionada,12,3381.19,99.95,Si
4136,1372,Cloud,36,24127.96,99.9,No
4137,1372,Data Center,24,12778.98,99.9,Si
4138,1372,Data Center,24,713.08,99.9,Si
4139,1373,Data Center,24,1164.32,99.5,Si
4140,1373,MPLS,12,19465.33,99.95,Si
4141,1373,Voz IP,24,19322.81,99.95,Si
4142,1373,Ciberseguridad Gestionada,24,22688.38,99.95,Si
4143,1373,Internet Dedicado,36,14747.43,99.5,Si
4144,1374,MPLS,24,24234.0,99.95,No
4145,1374,Internet Dedicado,24,2032.91,99.95,Si
4146,1374,Ciberseguridad Gestionada,36,2983.9,99.5,Si
4147,1375,Ciberseguridad Gestionada,12,15820.44,99.5,Si
4148,1375,Voz IP,24,3956.45,99.5,No
4149,1376,MPLS,12,14256.33,99.95,No
4150,1376,Internet Dedicado,24,15117.35,99.9,No
4151,1376,Ciberseguridad Gestionada,36,15895.7,99.95,Si
4152,1376,Data Center,24,4055.02,99.95,Si
4153,1376,Internet Dedicado,36,6428.2,99.5,No
4154,1377,Data Center,24,22289.1,99.5,Si
4155,1377,Internet Dedicado,36,1078.9,99.95,Si
4156,1377,SD-WAN,36,1425.54,99.95,Si
4157,1378,Voz IP,12,17196.69,99.9,Si
4158,1378,SD-WAN,36,14082.62,99.5,No
4159,1379,Internet Dedicado,36,6458.51,99.9,No
4160,1379,Voz IP,24,22171.33,99.5,No
4161,1379,SD-WAN,36,5791.6,99.5,No
4162,1380,SD-WAN,24,10339.22,99.5,Si
4163,1381,Ciberseguridad Gestionada,12,24140.18,99.95,No
4164,1381,SD-WAN,36,19181.36,99.9,No
4165,1382,MPLS,12,7795.91,99.5,No
4166,1382,SD-WAN,24,13904.16,99.5,Si
4167,1382,Cloud,24,6792.26,99.9,Si
4168,1383,SD-WAN,12,3797.01,99.95,Si
4169,1383,MPLS,36,17355.78,99.5,Si
4170,1383,SD-WAN,12,2443.61,99.5,Si
4171,1383,SD-WAN,36,23255.48,99.5,No
4172,1383,Internet Dedicado,24,20275.89,99.5,No
4173,1384,Cloud,24,6891.15,99.95,No
4174,1384,Data Center,36,21625.58,99.5,Si
4175,1384,SD-WAN,24,10129.89,99.9,No
4176,1385,Voz IP,36,20652.04,99.9,Si
4177,1385,Ciberseguridad Gestionada,12,2311.67,99.95,No
4178,1385,Data Center,12,10678.94,99.9,Si
4179,1386,Data Center,12,14453.72,99.95,Si
4180,1387,Data Center,36,14928.62,99.95,Si
4181,1387,SD-WAN,12,19745.5,99.95,No
4182,1388,MPLS,36,1744.2,99.95,Si
4183,1388,Ciberseguridad Gestionada,24,13773.76,99.95,Si
4184,1388,SD-WAN,24,9886.08,99.9,No
4185,1389,Internet Dedicado,24,17855.83,99.95,Si
4186,1389,Data Center,36,13587.8,99.9,No
4187,1390,Data Center,24,2316.33,99.5,No
4188,1390,Cloud,24,23102.33,99.5,No
4189,1391,Voz IP,12,18688.24,99.9,No
4190,1391,Data Center,12,6515.5,99.9,Si
4191,1392,Ciberseguridad Gestionada,36,3827.1,99.9,No
4192,1392,Voz IP,36,22029.5,99.95,Si
4193,1392,Data Center,24,14710.01,99.95,Si
4194,1392,Cloud,12,24989.43,99.5,No
4195,1393,Internet Dedicado,12,22111.38,99.95,No
4196,1393,Cloud,24,24550.68,99.95,Si
4197,1394,Internet Dedicado,12,11894.18,99.95,No
4198,1394,SD-WAN,24,9838.39,99.5,Si
4199,1395,Internet Dedicado,12,21648.82,99.9,No
4200,1396,Cloud,12,19216.44,99.95,Si
4201,1397,Data Center,24,17565.11,99.95,Si
4202,1397,SD-WAN,24,8979.71,99.9,No
4203,1397,MPLS,12,18104.6,99.9,Si
4204,1397,Data Center,24,9281.27,99.5,No
4205,1398,SD-WAN,24,19229.8,99.5,No
4206,1398,Internet Dedicado,24,11298.1,99.95,No
4207,1399,Data Center,12,20001.6,99.95,Si
4208,1400,Data Center,36,3290.57,99.95,Si
4209,1400,Ciberseguridad Gestionada,36,14685.91,99.9,No
4210,1400,MPLS,24,12560.13,99.5,No
4211,1400,Ciberseguridad Gestionada,24,15241.21,99.5,Si
4212,1400,Cloud,24,8897.66,99.9,Si
4213,1401,Ciberseguridad Gestionada,24,6373.67,99.5,No
4214,1401,Cloud,12,12868.59,99.95,No
4215,1401,Voz IP,36,17499.31,99.9,No
4216,1401,MPLS,24,4826.83,99.5,No
4217,1402,SD-WAN,12,2871.43,99.5,Si
4218,1402,Ciberseguridad Gestionada,36,6369.64,99.5,Si
4219,1402,Ciberseguridad Gestionada,24,3599.71,99.5,No
4220,1403,Ciberseguridad Gestionada,36,8318.12,99.9,Si
4221,1404,Ciberseguridad Gestionada,36,14876.23,99.95,No
4222,1404,Cloud,24,1366.13,99.95,Si
4223,1404,Cloud,12,18377.98,99.5,Si
4224,1404,Internet Dedicado,12,11141.05,99.95,No
4225,1405,Ciberseguridad Gestionada,24,16975.33,99.9,Si
4226,1406,Ciberseguridad Gestionada,36,2427.77,99.5,No
4227,1406,Voz IP,36,22680.23,99.95,No
4228,1407,Voz IP,24,1082.81,99.95,Si
4229,1407,Data Center,24,6819.0,99.5,Si
4230,1408,MPLS,36,2486.22,99.95,No
4231,1408,Internet Dedicado,12,22417.78,99.9,Si
4232,1408,Data Center,24,13945.53,99.95,No
4233,1408,Internet Dedicado,12,3442.22,99.5,Si
4234,1409,MPLS,24,15354.58,99.5,Si
4235,1409,Voz IP,36,9367.43,99.5,Si
4236,1409,Internet Dedicado,36,20879.46,99.5,No
4237,1409,SD-WAN,24,7551.42,99.5,Si
4238,1409,Cloud,24,19322.21,99.5,No
4239,1410,Data Center,36,23959.62,99.95,Si
4240,1410,Voz IP,12,15516.58,99.95,No
4241,1411,Data Center,12,8346.15,99.9,Si
4242,1411,Data Center,36,15952.45,99.9,Si
4243,1411,SD-WAN,36,23853.59,99.9,Si
4244,1411,Data Center,12,3062.17,99.9,Si
4245,1412,Cloud,24,24134.85,99.5,No
4246,1412,Cloud,24,14730.43,99.95,No
4247,1413,SD-WAN,36,1032.07,99.5,Si
4248,1413,MPLS,12,11237.49,99.95,No
4249,1413,Ciberseguridad Gestionada,36,14203.22,99.5,No
4250,1413,Internet Dedicado,36,20611.62,99.9,Si
4251,1413,MPLS,12,21216.34,99.5,No
4252,1414,Voz IP,12,17734.24,99.9,Si
4253,1415,SD-WAN,12,24944.17,99.5,No
4254,1416,MPLS,36,19658.07,99.9,Si
4255,1416,MPLS,24,16703.3,99.9,No
4256,1416,Voz IP,36,20630.17,99.5,No
4257,1416,SD-WAN,12,1483.87,99.5,Si
4258,1417,Voz IP,24,22548.07,99.9,Si
4259,1417,Ciberseguridad Gestionada,24,23416.73,99.5,No
4260,1417,Cloud,12,10874.76,99.9,Si
4261,1417,MPLS,12,14548.2,99.95,Si
4262,1418,SD-WAN,24,10204.26,99.95,Si
4263,1418,Ciberseguridad Gestionada,24,19543.38,99.95,Si
4264,1418,Data Center,12,15530.24,99.95,Si
4265,1418,MPLS,36,6322.39,99.95,Si
4266,1419,Data Center,24,18509.52,99.5,Si
4267,1419,MPLS,36,11105.61,99.95,Si
4268,1419,Cloud,12,15552.18,99.9,Si
4269,1419,Voz IP,12,2046.25,99.95,No
4270,1420,Data Center,12,4113.89,99.9,Si
4271,1420,Data Center,12,23450.69,99.5,No
4272,1420,Voz IP,24,14192.34,99.5,Si
4273,1420,SD-WAN,36,21572.37,99.95,No
4274,1421,Internet Dedicado,12,20214.56,99.9,No
4275,1421,SD-WAN,24,10489.24,99.5,No
4276,1422,Data Center,12,20640.08,99.5,Si
4277,1422,Data Center,24,15190.02,99.9,Si
4278,1422,SD-WAN,24,12701.36,99.5,Si
4279,1423,Data Center,24,611.13,99.9,Si
4280,1423,Internet Dedicado,24,11334.67,99.9,Si
4281,1424,Ciberseguridad Gestionada,12,14007.67,99.5,Si
4282,1424,MPLS,36,10401.59,99.5,Si
4283,1424,Internet Dedicado,24,6873.83,99.5,No
4284,1425,Internet Dedicado,36,18516.43,99.9,Si
4285,1425,Internet Dedicado,12,22716.42,99.5,No
4286,1426,Voz IP,24,23454.01,99.95,No
4287,1426,SD-WAN,36,1759.16,99.5,No
4288,1426,SD-WAN,36,12753.32,99.5,No
4289,1426,MPLS,36,16064.71,99.5,Si
4290,1427,SD-WAN,36,18343.94,99.5,No
4291,1428,Data Center,24,10665.31,99.5,No
4292,1428,Voz IP,24,6969.43,99.9,No
4293,1429,Cloud,24,7934.91,99.9,Si
4294,1429,Internet Dedicado,36,9656.4,99.9,Si
4295,1429,Ciberseguridad Gestionada,24,18787.85,99.95,Si
4296,1430,Cloud,24,8638.18,99.9,Si
4297,1430,MPLS,12,12768.11,99.95,Si
4298,1430,Internet Dedicado,36,22872.46,99.9,Si
4299,1430,Ciberseguridad Gestionada,24,13698.81,99.5,No
4300,1431,SD-WAN,24,3631.7,99.5,Si
4301,1431,Data Center,36,14780.66,99.5,Si
4302,1431,Cloud,24,24086.21,99.5,Si
4303,1431,Cloud,24,11528.82,99.5,Si
4304,1432,MPLS,24,15083.46,99.9,Si
4305,1432,Ciberseguridad Gestionada,12,15258.42,99.9,Si
4306,1432,MPLS,12,14864.21,99.5,No
4307,1432,MPLS,24,9895.46,99.5,No
4308,1433,Cloud,12,10589.49,99.5,Si
4309,1433,Ciberseguridad Gestionada,36,21393.33,99.5,Si
4310,1433,Ciberseguridad Gestionada,36,24177.05,99.9,No
4311,1433,Ciberseguridad Gestionada,24,14329.78,99.9,Si
4312,1434,SD-WAN,36,23684.07,99.95,No
4313,1434,Data Center,12,13497.53,99.95,Si
4314,1434,Voz IP,36,7653.35,99.9,Si
4315,1434,Internet Dedicado,24,10080.75,99.5,Si
4316,1435,Cloud,24,2200.07,99.95,Si
4317,1435,Voz IP,24,18714.37,99.95,Si
4318,1435,MPLS,24,15707.23,99.5,Si
4319,1436,Cloud,12,14029.93,99.95,No
4320,1437,Internet Dedicado,12,7829.0,99.5,Si
4321,1437,MPLS,36,21521.0,99.9,Si
4322,1438,Internet Dedicado,12,798.92,99.5,Si
4323,1439,MPLS,36,13003.33,99.95,Si
4324,1439,Voz IP,24,11352.89,99.9,Si
4325,1439,Voz IP,36,24333.57,99.5,Si
4326,1439,Ciberseguridad Gestionada,24,12715.69,99.9,Si
4327,1440,Data Center,24,21168.4,99.5,No
4328,1440,Cloud,36,9427.39,99.95,Si
4329,1440,MPLS,36,9873.58,99.9,No
4330,1441,Cloud,36,15498.82,99.9,No
4331,1441,SD-WAN,12,13215.3,99.95,No
4332,1442,Voz IP,12,9181.98,99.9,Si
4333,1442,Internet Dedicado,24,15411.04,99.95,Si
4334,1442,Internet Dedicado,24,2417.86,99.5,No
4335,1442,Cloud,12,15594.13,99.9,Si
4336,1443,Ciberseguridad Gestionada,12,24624.08,99.5,No
4337,1443,Ciberseguridad Gestionada,36,4299.59,99.95,Si
4338,1443,Internet Dedicado,12,10014.3,99.95,No
4339,1444,Ciberseguridad Gestionada,24,22108.71,99.95,Si
4340,1444,Cloud,12,8039.5,99.95,Si
4341,1444,Internet Dedicado,12,13671.75,99.95,No
4342,1445,Voz IP,12,15565.25,99.95,Si
4343,1445,Cloud,12,4823.01,99.95,No
4344,1445,Voz IP,36,20318.31,99.9,Si
4345,1445,Cloud,24,20227.66,99.5,Si
4346,1446,SD-WAN,24,3722.09,99.9,Si
4347,1447,Ciberseguridad Gestionada,12,9772.31,99.9,Si
4348,1447,MPLS,36,17525.58,99.5,Si
4349,1447,Cloud,24,3049.86,99.95,No
4350,1448,Ciberseguridad Gestionada,36,11994.51,99.95,Si
4351,1449,Internet Dedicado,24,13960.42,99.95,Si
4352,1449,Internet Dedicado,12,2986.61,99.95,Si
4353,1450,Data Center,36,5265.38,99.5,Si
4354,1451,Ciberseguridad Gestionada,36,2697.29,99.9,Si
4355,1451,MPLS,36,17437.75,99.5,Si
4356,1451,Data Center,36,22566.2,99.9,Si
4357,1451,Internet Dedicado,24,11821.55,99.5,No
4358,1452,Data Center,36,16308.85,99.95,Si
4359,1452,Ciberseguridad Gestionada,24,20398.21,99.5,Si
4360,1452,Data Center,36,3993.94,99.5,No
4361,1452,SD-WAN,24,14872.91,99.9,Si
4362,1452,SD-WAN,24,22315.49,99.95,Si
4363,1453,Cloud,36,21078.05,99.9,No
4364,1453,Voz IP,24,5953.73,99.95,No
4365,1453,Cloud,12,20933.86,99.95,Si
4366,1454,Voz IP,12,16430.8,99.95,Si
4367,1454,Voz IP,12,10119.59,99.9,Si
4368,1454,Ciberseguridad Gestionada,36,1344.99,99.5,Si
4369,1454,Voz IP,36,17493.5,99.95,Si
4370,1455,Voz IP,24,23608.85,99.95,Si
4371,1455,Ciberseguridad Gestionada,36,15402.04,99.95,Si
4372,1456,SD-WAN,36,8955.46,99.9,No
4373,1456,Data Center,24,2255.37,99.9,No
4374,1456,Cloud,36,9197.87,99.95,Si
4375,1457,Internet Dedicado,36,20484.38,99.9,Si
4376,1457,MPLS,36,7733.37,99.9,Si
4377,1457,SD-WAN,36,8091.16,99.95,Si
4378,1457,Cloud,24,17034.46,99.9,Si
4379,1457,Voz IP,36,5954.05,99.9,Si
4380,1458,SD-WAN,24,20997.23,99.95,Si
4381,1458,MPLS,24,24952.66,99.5,No
4382,1459,SD-WAN,24,2906.54,99.5,Si
4383,1459,Cloud,24,10507.39,99.9,Si
4384,1459,Internet Dedicado,36,24264.43,99.5,Si
4385,1459,MPLS,24,23639.01,99.95,Si
4386,1460,Ciberseguridad Gestionada,12,8221.54,99.5,Si
4387,1460,Data Center,24,18973.35,99.9,No
4388,1460,SD-WAN,36,8531.85,99.9,Si
4389,1460,Voz IP,36,4116.16,99.95,No
4390,1461,SD-WAN,36,10761.88,99.9,Si
4391,1462,Internet Dedicado,36,17314.8,99.9,Si
4392,1462,MPLS,36,20559.31,99.9,Si
4393,1462,Internet Dedicado,12,1706.77,99.95,Si
4394,1462,Voz IP,36,14731.16,99.9,No
4395,1463,SD-WAN,24,6818.04,99.95,Si
4396,1463,MPLS,24,11891.41,99.9,Si
4397,1464,Internet Dedicado,36,5952.15,99.95,No
4398,1464,Data Center,36,14923.61,99.9,No
4399,1465,Ciberseguridad Gestionada,12,6881.01,99.9,Si
4400,1465,Data Center,36,3352.88,99.5,Si
4401,1465,Data Center,24,687.87,99.9,Si
4402,1465,SD-WAN,24,3710.64,99.9,No
4403,1466,Voz IP,36,1117.2,99.9,Si
4404,1466,Data Center,24,3990.16,99.9,Si
4405,1466,Internet Dedicado,24,3848.65,99.9,Si
4406,1466,Voz IP,36,512.73,99.95,Si
4407,1466,MPLS,12,13332.11,99.5,Si
4408,1467,Data Center,24,5321.56,99.5,Si
4409,1467,Voz IP,12,22046.69,99.9,Si
4410,1467,Voz IP,36,5671.51,99.9,Si
4411,1467,SD-WAN,12,9144.6,99.95,Si
4412,1467,SD-WAN,36,12842.04,99.9,Si
4413,1468,Internet Dedicado,36,4204.97,99.5,Si
4414,1468,Data Center,12,11512.55,99.5,Si
4415,1468,Internet Dedicado,12,19014.06,99.95,Si
4416,1469,Data Center,12,18104.77,99.5,Si
4417,1469,Internet Dedicado,12,4088.65,99.95,Si
4418,1469,Ciberseguridad Gestionada,12,20063.0,99.5,Si
4419,1469,Ciberseguridad Gestionada,12,14575.21,99.9,Si
4420,1470,Data Center,12,4403.52,99.5,No
4421,1471,Voz IP,36,13328.58,99.9,No
4422,1471,SD-WAN,24,10773.22,99.5,Si
4423,1471,Data Center,12,21209.31,99.9,No
4424,1471,Cloud,36,19813.88,99.9,No
4425,1471,Voz IP,36,12951.35,99.95,Si
4426,1472,SD-WAN,12,1758.71,99.9,No
