ticket_id,company_id,severidad,categoria,tiempo_resolucion_horas,escalado
7501,369,Baja,Configuración,7,0
7502,369,Baja,Equipamiento,21,0
7503,369,Baja,Latencia,42,0
7504,369,Media,Configuración,17,0
7505,369,Media,Latencia,25,0
7506,369,Baja,Seguridad,45,0
7507,369,Baja,Configuración,20,0
7508,370,Baja,Conectividad,40,0
7509,370,Media,Facturación,29,0
7510,370,Media,Seguridad,38,0
7511,370,Baja,Seguridad,23,0
7512,370,Media,Seguridad,13,0
7513,370,Baja,Equipamiento,46,0
7514,370,Media,Latencia,39,0
7515,370,Alta,Facturación,11,0
7516,370,Media,Facturación,8,1
7517,370,Alta,Facturación,10,0
7518,370,Media,Facturación,23,0
7519,370,Baja,Seguridad,23,0
7520,370,Media,Latencia,36,0
7521,370,Baja,Facturación,31,0
7522,370,Media,Facturación,26,0
7523,370,Media,Facturación,18,0
7524,370,Baja,Seguridad,4,0
7525,371,Baja,Conectividad,180,1
7526,371,Alta,Configuración,127,0
7527,371,Alta,Conectividad,46,1
7528,371,Media,Facturación,118,0
7529,371,Alta,Conectividad,94,1
7530,371,Media,Conectividad,53,1
7531,371,Alta,Seguridad,141,0
7532,371,Critica,Latencia,215,1
7533,371,Alta,Facturación,68,0
7534,371,Critica,Seguridad,232,1
7535,371,Alta,Facturación,64,1
7536,371,Alta,Configuración,151,0
7537,371,Media,Facturación,213,1
7538,371,Media,Conectividad,27,1
7539,371,Baja,Facturación,149,0
7540,371,Media,Facturación,47,1
7541,371,Critica,Latencia,176,1
7542,371,Alta,Latencia,54,1
7543,371,Alta,Facturación,26,1
7544,371,Media,Seguridad,80,1
7545,371,Media,Facturación,64,1
7546,371,Critica,Configuración,189,1
7547,371,Baja,Equipamiento,225,1
7548,371,Baja,Equipamiento,196,1
7549,371,Baja,Seguridad,37,1
7550,371,Critica,Equipamiento,32,1
7551,371,Alta,Equipamiento,83,1
7552,371,Alta,Conectividad,24,1
7553,371,Media,Latencia,154,1
7554,371,Critica,Conectividad,153,1
7555,371,Alta,Facturación,58,0
7556,371,Media,Conectividad,180,1
7557,371,Alta,Facturación,33,0
7558,371,Baja,Equipamiento,40,1
7559,371,Baja,Seguridad,148,1
7560,371,Media,Equipamiento,60,1
7561,371,Critica,Configuración,225,1
7562,371,Media,Equipamiento,62,1
7563,371,Critica,Latencia,128,0
7564,371,Alta,Latencia,220,1
7565,371,Media,Latencia,48,0
7566,371,Critica,Seguridad,233,0
7567,371,Critica,Conectividad,46,1
7568,371,Critica,Equipamiento,213,1
7569,371,Media,Facturación,147,1
7570,371,Critica,Facturación,139,0
7571,371,Media,Equipamiento,47,1
7572,371,Alta,Latencia,50,0
7573,371,Alta,Facturación,228,1
7574,371,Media,Latencia,66,1
7575,371,Critica,Configuración,207,1
7576,371,Media,Latencia,153,1
7577,371,Alta,Seguridad,194,1
7578,371,Critica,Latencia,74,1
7579,371,Media,Configuración,47,1
7580,371,Media,Configuración,71,1
7581,371,Alta,Seguridad,102,0
7582,371,Alta,Equipamiento,162,1
7583,371,Alta,Latencia,144,0
7584,371,Alta,Equipamiento,208,1
7585,371,Alta,Facturación,135,1
7586,371,Critica,Configuración,77,0
7587,371,Critica,Conectividad,125,1
7588,371,Critica,Configuración,158,1
7589,371,Critica,Conectividad,129,1
7590,371,Alta,Configuración,152,0
7591,371,Critica,Latencia,150,0
7592,371,Critica,Configuración,95,1
7593,371,Media,Latencia,238,1
7594,371,Alta,Configuración,207,1
7595,371,Media,Facturación,106,1
7596,371,Media,Latencia,222,1
7597,371,Media,Conectividad,237,0
7598,371,Alta,Facturación,111,0
7599,371,Critica,Equipamiento,194,1
7600,371,Alta,Configuración,34,1
7601,371,Media,Equipamiento,73,1
7602,372,Baja,Configuración,33,0
7603,372,Baja,Equipamiento,17,0
7604,372,Media,Equipamiento,47,0
7605,372,Media,Seguridad,17,0
7606,372,Media,Conectividad,10,0
7607,372,Media,Conectividad,41,0
7608,372,Baja,Configuración,40,0
7609,372,Alta,Latencia,45,0
7610,372,Media,Facturación,13,0
7611,372,Media,Configuración,31,0
7612,372,Media,Conectividad,39,0
7613,372,Baja,Latencia,7,0
7614,372,Media,Seguridad,3,0
7615,372,Media,Seguridad,21,0
7616,372,Baja,Seguridad,22,0
7617,372,Baja,Conectividad,47,0
7618,372,Baja,Equipamiento,38,0
7619,372,Baja,Facturación,25,0
7620,373,Baja,Seguridad,1,0
7621,373,Media,Facturación,30,0
7622,373,Media,Conectividad,22,0
7623,373,Baja,Equipamiento,3,0
7624,373,Baja,Facturación,8,0
7625,373,Media,Equipamiento,1,0
7626,373,Baja,Equipamiento,31,0
7627,373,Baja,Configuración,31,0
7628,373,Alta,Seguridad,9,0
7629,373,Baja,Configuración,16,0
7630,373,Media,Equipamiento,38,0
7631,374,Media,Latencia,31,0
7632,374,Baja,Conectividad,47,0
7633,374,Media,Facturación,11,0
7634,374,Media,Configuración,9,0
7635,374,Baja,Configuración,13,0
7636,374,Baja,Facturación,12,0
7637,374,Baja,Equipamiento,39,0
7638,374,Baja,Latencia,1,0
7639,374,Media,Seguridad,29,0
7640,375,Baja,Conectividad,36,0
7641,375,Baja,Seguridad,34,0
7642,375,Media,Configuración,8,0
7643,375,Media,Configuración,10,0
7644,375,Media,Conectividad,20,0
7645,375,Baja,Conectividad,23,0
7646,375,Media,Latencia,23,0
7647,375,Baja,Seguridad,3,0
7648,375,Baja,Seguridad,27,0
7649,375,Baja,Facturación,38,0
7650,376,Media,Equipamiento,35,0
7651,376,Media,Seguridad,13,0
7652,376,Baja,Seguridad,37,0
7653,376,Media,Equipamiento,12,0
7654,376,Baja,Configuración,17,0
7655,376,Baja,Conectividad,10,0
7656,376,Baja,Conectividad,19,0
7657,376,Baja,Seguridad,41,0
7658,377,Media,Facturación,25,0
7659,377,Media,Equipamiento,12,0
7660,377,Baja,Facturación,32,0
7661,377,Baja,Equipamiento,30,0
7662,377,Baja,Conectividad,33,0
7663,377,Baja,Facturación,22,1
7664,377,Media,Equipamiento,14,0
7665,377,Media,Configuración,31,0
7666,377,Critica,Configuración,22,0
7667,377,Baja,Facturación,44,0
7668,377,Media,Latencia,38,0
7669,377,Media,Equipamiento,19,0
7670,377,Baja,Configuración,15,0
7671,377,Baja,Facturación,10,0
7672,377,Baja,Configuración,39,0
7673,378,Alta,Configuración,30,0
7674,378,Media,Facturación,42,0
7675,378,Baja,Facturación,39,0
7676,378,Baja,Equipamiento,19,0
7677,378,Media,Equipamiento,26,0
7678,379,Media,Equipamiento,35,0
7679,379,Baja,Equipamiento,32,0
7680,379,Baja,Conectividad,12,0
7681,379,Media,Latencia,16,0
7682,379,Baja,Facturación,12,0
7683,379,Alta,Equipamiento,11,0
7684,379,Alta,Latencia,20,0
7685,379,Baja,Seguridad,45,0
7686,379,Media,Configuración,18,0
7687,379,Media,Seguridad,20,0
7688,379,Media,Latencia,15,0
7689,380,Baja,Seguridad,47,0
7690,380,Critica,Configuración,21,0
7691,380,Media,Facturación,26,0
7692,380,Baja,Equipamiento,32,0
7693,380,Alta,Conectividad,2,0
7694,380,Baja,Equipamiento,25,0
7695,380,Baja,Latencia,42,0
7696,380,Media,Equipamiento,16,0
7697,380,Media,Seguridad,4,0
7698,381,Baja,Configuración,5,0
7699,381,Media,Seguridad,25,0
7700,381,Baja,Seguridad,28,0
7701,381,Media,Configuración,28,0
7702,381,Media,Latencia,33,0
7703,381,Media,Facturación,28,0
7704,381,Baja,Facturación,11,0
7705,381,Baja,Latencia,3,0
7706,381,Baja,Conectividad,36,0
7707,382,Alta,Conectividad,147,1
7708,382,Media,Facturación,163,1
7709,382,Alta,Seguridad,181,1
7710,382,Baja,Facturación,78,1
7711,382,Alta,Equipamiento,219,1
7712,382,Alta,Latencia,186,1
7713,382,Alta,Seguridad,215,0
7714,382,Alta,Latencia,165,1
7715,382,Alta,Latencia,184,1
7716,382,Alta,Equipamiento,187,1
7717,382,Media,Latencia,186,1
7718,382,Alta,Equipamiento,178,1
7719,382,Media,Facturación,167,1
7720,382,Critica,Seguridad,189,1
7721,382,Alta,Latencia,238,1
7722,382,Media,Configuración,120,1
7723,382,Media,Equipamiento,125,1
7724,382,Media,Latencia,99,1
7725,382,Baja,Seguridad,233,1
7726,382,Media,Latencia,40,1
7727,382,Alta,Seguridad,214,1
7728,382,Critica,Facturación,38,1
7729,382,Baja,Latencia,228,0
7730,382,Alta,Facturación,103,1
7731,382,Alta,Facturación,200,1
7732,382,Media,Facturación,162,1
7733,382,Alta,Configuración,218,0
7734,382,Critica,Configuración,170,1
7735,382,Critica,Configuración,193,1
7736,382,Critica,Configuración,92,1
7737,382,Critica,Seguridad,44,1
7738,382,Alta,Equipamiento,132,0
7739,382,Baja,Configuración,199,1
7740,382,Critica,Conectividad,198,1
7741,382,Alta,Facturación,124,1
7742,382,Baja,Configuración,169,0
7743,382,Alta,Conectividad,102,1
7744,382,Media,Seguridad,59,1
7745,382,Alta,Conectividad,71,1
7746,382,Alta,Seguridad,26,1
7747,382,Media,Conectividad,106,1
7748,382,Baja,Equipamiento,97,1
7749,382,Media,Configuración,173,1
7750,382,Media,Seguridad,102,0
7751,382,Baja,Equipamiento,226,1
7752,382,Baja,Configuración,74,0
7753,382,Alta,Latencia,131,0
7754,382,Alta,Conectividad,62,1
7755,383,Baja,Equipamiento,25,0
7756,383,Baja,Equipamiento,13,0
7757,383,Media,Facturación,34,0
7758,383,Baja,Seguridad,18,0
7759,383,Alta,Facturación,15,0
7760,383,Baja,Latencia,21,0
7761,383,Baja,Conectividad,23,0
7762,383,Baja,Seguridad,40,0
7763,383,Media,Equipamiento,42,0
7764,383,Baja,Latencia,43,0
7765,383,Baja,Equipamiento,22,0
7766,383,Media,Conectividad,15,0
7767,383,Baja,Conectividad,47,0
7768,384,Baja,Conectividad,12,0
7769,384,Baja,Facturación,21,0
7770,384,Media,Latencia,28,0
7771,384,Media,Equipamiento,4,0
7772,384,Media,Facturación,47,0
7773,384,Media,Seguridad,33,0
7774,384,Baja,Equipamiento,19,0
7775,384,Baja,Conectividad,42,0
7776,384,Media,Latencia,26,0
7777,384,Media,Conectividad,36,0
7778,384,Baja,Configuración,45,0
7779,384,Baja,Facturación,5,0
7780,384,Alta,Seguridad,44,0
7781,384,Baja,Latencia,44,0
7782,384,Media,Seguridad,22,0
7783,384,Baja,Facturación,18,0
7784,385,Baja,Facturación,46,0
7785,385,Baja,Facturación,40,0
7786,385,Baja,Configuración,19,0
7787,385,Media,Facturación,34,0
7788,385,Media,Conectividad,23,0
7789,385,Baja,Conectividad,37,0
7790,385,Baja,Facturación,28,0
7791,385,Media,Latencia,31,0
7792,385,Baja,Facturación,10,0
7793,385,Media,Facturación,45,0
7794,385,Baja,Seguridad,32,0
7795,385,Media,Facturación,44,0
7796,385,Baja,Facturación,25,0
7797,385,Baja,Configuración,5,0
7798,385,Baja,Configuración,43,0
7799,385,Baja,Equipamiento,47,0
7800,385,Media,Equipamiento,36,0
7801,385,Baja,Conectividad,21,0
7802,385,Baja,Conectividad,16,0
7803,385,Media,Latencia,15,0
7804,385,Baja,Configuración,11,0
7805,385,Baja,Facturación,11,0
7806,385,Baja,Configuración,43,0
7807,386,Media,Equipamiento,20,0
7808,386,Baja,Equipamiento,47,0
7809,386,Media,Configuración,16,0
7810,386,Media,Facturación,21,0
7811,386,Media,Facturación,47,0
7812,386,Baja,Latencia,25,0
7813,386,Baja,Facturación,3,0
7814,386,Baja,Seguridad,15,0
7815,386,Baja,Equipamiento,44,1
7816,386,Media,Configuración,33,0
7817,386,Baja,Latencia,23,0
7818,386,Baja,Conectividad,34,0
7819,386,Media,Equipamiento,32,0
7820,386,Media,Seguridad,5,0
7821,386,Media,Equipamiento,37,0
7822,386,Baja,Conectividad,15,0
7823,386,Baja,Configuración,25,0
7824,386,Media,Facturación,39,0
7825,386,Baja,Configuración,17,0
7826,387,Alta,Seguridad,14,0
7827,387,Baja,Conectividad,20,0
7828,387,Baja,Seguridad,40,0
7829,387,Baja,Facturación,29,0
7830,387,Media,Facturación,47,0
7831,388,Media,Equipamiento,1,0
7832,388,Media,Conectividad,44,0
7833,388,Baja,Equipamiento,8,0
7834,388,Media,Configuración,39,0
7835,388,Media,Latencia,29,0
7836,388,Media,Seguridad,26,0
7837,388,Baja,Seguridad,8,0
7838,388,Baja,Equipamiento,10,0
7839,388,Alta,Equipamiento,10,0
7840,388,Baja,Conectividad,5,0
7841,388,Media,Configuración,43,0
7842,388,Media,Configuración,4,0
7843,389,Baja,Facturación,26,0
7844,389,Alta,Conectividad,8,0
7845,389,Baja,Configuración,12,0
7846,389,Baja,Seguridad,23,0
7847,389,Media,Latencia,33,0
7848,389,Media,Seguridad,11,0
7849,389,Media,Facturación,32,0
7850,389,Media,Conectividad,30,0
7851,389,Baja,Latencia,20,0
7852,389,Baja,Facturación,6,0
7853,389,Baja,Conectividad,8,0
7854,389,Media,Latencia,10,0
7855,389,Baja,Equipamiento,35,0
7856,389,Baja,Latencia,43,0
7857,389,Media,Conectividad,41,0
7858,389,Media,Configuración,13,0
7859,389,Baja,Equipamiento,20,0
7860,390,Media,Facturación,15,0
7861,390,Media,Facturación,30,0
7862,390,Baja,Equipamiento,14,0
7863,390,Baja,Latencia,27,0
7864,390,Media,Equipamiento,38,0
7865,391,Media,Latencia,7,0
7866,391,Baja,Facturación,27,0
7867,391,Baja,Equipamiento,26,0
7868,391,Baja,Conectividad,7,0
7869,391,Media,Seguridad,25,0
7870,391,Media,Configuración,30,0
7871,391,Media,Equipamiento,28,0
7872,391,Baja,Equipamiento,20,0
7873,391,Media,Facturación,33,0
7874,391,Baja,Latencia,26,0
7875,391,Baja,Equipamiento,44,0
7876,391,Media,Configuración,30,0
7877,391,Baja,Conectividad,24,0
7878,391,Media,Configuración,35,0
7879,391,Baja,Conectividad,29,0
7880,391,Media,Latencia,36,1
7881,392,Baja,Configuración,11,1
7882,392,Baja,Configuración,33,0
7883,392,Media,Equipamiento,20,0
7884,392,Baja,Seguridad,17,0
7885,392,Baja,Equipamiento,16,0
7886,392,Baja,Seguridad,45,0
7887,392,Media,Seguridad,15,0
7888,392,Baja,Facturación,16,0
7889,392,Media,Configuración,28,0
7890,392,Media,Seguridad,8,0
7891,392,Media,Latencia,20,0
7892,392,Alta,Facturación,26,0
7893,392,Alta,Latencia,46,0
7894,392,Baja,Seguridad,27,1
7895,393,Critica,Facturación,29,1
7896,393,Critica,Configuración,74,1
7897,393,Critica,Conectividad,222,0
7898,393,Media,Latencia,107,0
7899,393,Critica,Latencia,120,1
7900,393,Media,Latencia,168,1
7901,393,Critica,Configuración,58,1
7902,393,Alta,Conectividad,30,0
7903,393,Baja,Seguridad,49,0
7904,393,Critica,Conectividad,131,1
7905,393,Media,Latencia,59,1
7906,393,Critica,Facturación,177,1
7907,393,Critica,Latencia,219,1
7908,393,Media,Equipamiento,206,1
7909,393,Alta,Equipamiento,107,1
7910,393,Media,Conectividad,222,1
7911,393,Media,Equipamiento,143,1
7912,393,Baja,Seguridad,190,1
7913,393,Critica,Latencia,147,1
7914,393,Alta,Configuración,24,1
7915,393,Alta,Facturación,66,1
7916,393,Alta,Facturación,151,1
7917,393,Critica,Conectividad,231,1
7918,393,Media,Seguridad,59,1
7919,393,Media,Configuración,221,0
7920,393,Media,Seguridad,131,1
7921,393,Alta,Conectividad,55,1
7922,393,Baja,Facturación,56,0
7923,393,Alta,Facturación,171,1
7924,393,Alta,Equipamiento,203,0
7925,393,Alta,Configuración,129,1
7926,393,Media,Facturación,197,1
7927,393,Media,Equipamiento,116,1
7928,393,Media,Seguridad,58,1
7929,393,Critica,Configuración,145,0
7930,393,Media,Seguridad,224,1
7931,393,Critica,Seguridad,68,1
7932,393,Baja,Facturación,26,1
7933,393,Alta,Equipamiento,73,1
7934,394,Alta,Facturación,35,0
7935,394,Media,Facturación,37,0
7936,394,Baja,Conectividad,35,0
7937,394,Baja,Conectividad,16,0
7938,394,Alta,Facturación,30,0
7939,395,Baja,Configuración,2,0
7940,395,Baja,Configuración,32,0
7941,395,Media,Seguridad,45,0
7942,395,Baja,Equipamiento,1,0
7943,395,Baja,Seguridad,29,0
7944,395,Media,Equipamiento,47,0
7945,395,Baja,Conectividad,32,0
7946,395,Baja,Facturación,15,0
7947,395,Baja,Configuración,18,0
7948,395,Baja,Seguridad,38,0
7949,395,Media,Facturación,29,0
7950,395,Media,Conectividad,2,0
7951,395,Media,Configuración,9,0
7952,395,Media,Equipamiento,19,0
7953,395,Alta,Facturación,33,0
7954,395,Media,Configuración,8,0
7955,395,Baja,Seguridad,5,0
7956,395,Alta,Equipamiento,41,0
7957,395,Baja,Equipamiento,41,0
7958,395,Baja,Seguridad,12,0
7959,395,Media,Facturación,41,0
7960,395,Alta,Latencia,16,0
7961,396,Alta,Equipamiento,27,0
7962,396,Baja,Configuración,30,1
7963,396,Baja,Latencia,37,0
7964,396,Media,Latencia,18,0
7965,396,Alta,Conectividad,22,0
7966,396,Media,Conectividad,29,0
7967,396,Media,Conectividad,13,0
7968,396,Baja,Equipamiento,19,0
7969,396,Media,Configuración,20,0
7970,396,Media,Latencia,27,0
7971,396,Baja,Latencia,30,0
7972,396,Media,Facturación,35,0
7973,396,Media,Conectividad,23,0
7974,396,Baja,Facturación,30,0
7975,396,Critica,Configuración,35,0
7976,397,Critica,Configuración,35,0
7977,397,Media,Seguridad,21,0
7978,397,Baja,Equipamiento,17,0
7979,397,Media,Conectividad,17,0
7980,397,Baja,Equipamiento,7,0
7981,398,Baja,Conectividad,24,0
7982,398,Alta,Facturación,40,0
7983,398,Baja,Seguridad,28,0
7984,398,Baja,Equipamiento,11,0
7985,398,Baja,Seguridad,44,0
7986,398,Baja,Equipamiento,5,0
7987,398,Media,Facturación,29,0
7988,398,Baja,Seguridad,43,0
7989,398,Alta,Conectividad,15,0
7990,398,Baja,Seguridad,25,0
7991,398,Media,Equipamiento,38,0
7992,398,Baja,Seguridad,23,0
7993,398,Baja,Equipamiento,42,0
7994,399,Baja,Configuración,35,0
7995,399,Baja,Facturación,18,0
7996,399,Baja,Seguridad,25,0
7997,399,Media,Seguridad,26,0
7998,399,Baja,Seguridad,24,0
7999,400,Baja,Equipamiento,96,1
8000,400,Media,Facturación,221,1
8001,400,Alta,Configuración,182,1
8002,400,Alta,Facturación,30,1
8003,400,Baja,Conectividad,36,1
8004,400,Critica,Latencia,58,0
8005,400,Media,Configuración,185,0
8006,400,Critica,Latencia,122,0
8007,400,Alta,Facturación,40,0
8008,400,Alta,Conectividad,187,0
8009,400,Alta,Seguridad,32,1
8010,400,Critica,Conectividad,137,1
8011,400,Media,Conectividad,202,0
8012,400,Media,Facturación,96,1
8013,400,Media,Configuración,71,0
8014,400,Media,Facturación,215,0
8015,400,Baja,Equipamiento,232,1
8016,400,Alta,Conectividad,76,1
8017,400,Media,Seguridad,142,1
8018,400,Alta,Facturación,126,1
8019,400,Alta,Facturación,196,1
8020,400,Critica,Equipamiento,131,1
8021,400,Media,Seguridad,28,1
8022,400,Media,Seguridad,24,1
8023,400,Alta,Seguridad,124,0
8024,400,Critica,Equipamiento,82,1
8025,400,Critica,Conectividad,107,0
8026,400,Alta,Facturación,183,1
8027,400,Media,Latencia,54,1
8028,400,Alta,Equipamiento,65,1
8029,400,Media,Conectividad,63,0
8030,400,Critica,Facturación,111,1
8031,400,Alta,Seguridad,205,1
8032,400,Media,Equipamiento,103,1
8033,400,Critica,Latencia,118,0
8034,400,Media,Facturación,53,0
8035,400,Media,Equipamiento,69,0
8036,400,Critica,Conectividad,91,1
8037,400,Critica,Configuración,88,0
8038,400,Media,Seguridad,104,1
8039,400,Media,Configuración,36,1
8040,400,Media,Conectividad,208,0
8041,400,Media,Configuración,239,1
8042,400,Critica,Seguridad,206,1
8043,400,Media,Configuración,64,1
8044,400,Critica,Facturación,36,1
8045,400,Alta,Facturación,60,1
8046,400,Alta,Latencia,226,1
8047,400,Media,Equipamiento,110,0
8048,400,Media,Latencia,55,1
8049,400,Alta,Equipamiento,165,1
8050,400,Critica,Equipamiento,215,1
8051,400,Media,Equipamiento,130,0
8052,400,Alta,Facturación,195,1
8053,400,Alta,Configuración,204,0
8054,400,Critica,Seguridad,225,1
8055,400,Critica,Latencia,74,1
8056,400,Media,Conectividad,186,1
8057,400,Alta,Configuración,46,1
8058,400,Baja,Seguridad,153,1
8059,400,Media,Latencia,180,1
8060,400,Critica,Conectividad,195,1
8061,400,Media,Latencia,51,1
8062,400,Critica,Seguridad,151,0
8063,400,Media,Latencia,88,1
8064,400,Media,Conectividad,50,0
8065,400,Critica,Seguridad,56,0
8066,400,Alta,Latencia,235,1
8067,400,Media,Latencia,61,1
8068,400,Critica,Facturación,88,0
8069,400,Alta,Facturación,217,0
8070,400,Alta,Conectividad,47,1
8071,400,Alta,Equipamiento,220,1
8072,400,Baja,Equipamiento,91,1
8073,400,Alta,Conectividad,44,1
8074,400,Critica,Conectividad,157,1
8075,401,Baja,Seguridad,28,0
8076,401,Baja,Conectividad,20,0
8077,401,Baja,Conectividad,5,0
8078,401,Media,Configuración,26,0
8079,401,Media,Configuración,39,0
8080,401,Alta,Conectividad,36,0
8081,402,Media,Latencia,15,0
8082,402,Baja,Latencia,46,0
8083,402,Baja,Facturación,29,0
8084,402,Baja,Equipamiento,35,0
8085,402,Media,Seguridad,46,0
8086,402,Baja,Equipamiento,8,0
8087,402,Media,Seguridad,47,0
8088,402,Baja,Facturación,18,0
8089,402,Media,Configuración,37,0
8090,402,Baja,Seguridad,10,0
8091,402,Media,Conectividad,26,0
8092,402,Media,Configuración,28,0
8093,403,Alta,Latencia,156,1
8094,403,Baja,Conectividad,46,1
8095,403,Critica,Facturación,187,1
8096,403,Critica,Equipamiento,201,0
8097,403,Alta,Conectividad,119,1
8098,403,Critica,Seguridad,173,1
8099,403,Alta,Seguridad,186,0
8100,403,Media,Latencia,169,1
8101,403,Alta,Facturación,207,0
8102,403,Media,Latencia,32,1
8103,403,Alta,Seguridad,194,1
8104,403,Alta,Equipamiento,56,1
8105,403,Critica,Configuración,76,1
8106,403,Critica,Configuración,215,1
8107,403,Media,Conectividad,178,1
8108,403,Alta,Configuración,216,1
8109,403,Media,Facturación,236,1
8110,403,Alta,Configuración,116,1
8111,403,Critica,Configuración,90,1
8112,403,Alta,Seguridad,215,1
8113,403,Media,Conectividad,104,0
8114,403,Media,Configuración,192,1
8115,403,Media,Facturación,123,1
8116,403,Media,Equipamiento,29,1
8117,403,Alta,Equipamiento,89,1
8118,403,Critica,Facturación,54,1
8119,403,Media,Conectividad,101,1
8120,403,Alta,Facturación,87,1
8121,403,Critica,Configuración,205,1
8122,403,Alta,Seguridad,178,1
8123,403,Alta,Conectividad,116,0
8124,403,Alta,Conectividad,239,1
8125,403,Alta,Equipamiento,225,0
8126,403,Alta,Configuración,103,1
8127,403,Alta,Facturación,114,1
8128,403,Alta,Conectividad,51,1
8129,403,Critica,Configuración,80,1
8130,403,Media,Equipamiento,212,1
8131,403,Alta,Conectividad,160,1
8132,403,Media,Equipamiento,237,1
8133,403,Media,Conectividad,49,1
8134,403,Critica,Latencia,141,1
8135,403,Critica,Latencia,108,1
8136,403,Baja,Configuración,168,0
8137,403,Media,Equipamiento,155,1
8138,403,Alta,Latencia,38,1
8139,403,Critica,Latencia,91,1
8140,403,Alta,Seguridad,205,1
8141,403,Critica,Latencia,174,1
8142,403,Critica,Latencia,160,1
8143,403,Baja,Seguridad,130,1
8144,403,Alta,Conectividad,188,1
8145,403,Critica,Configuración,172,0
8146,404,Baja,Seguridad,32,0
8147,404,Media,Seguridad,14,0
8148,404,Media,Latencia,39,0
8149,404,Baja,Facturación,24,0
8150,404,Alta,Conectividad,47,0
8151,404,Media,Equipamiento,41,0
8152,404,Baja,Facturación,19,0
8153,404,Media,Latencia,18,0
8154,404,Media,Seguridad,28,0
8155,404,Baja,Latencia,6,0
8156,405,Critica,Latencia,146,1
8157,405,Critica,Latencia,218,1
8158,405,Alta,Configuración,188,1
8159,405,Alta,Equipamiento,135,1
8160,405,Critica,Configuración,55,1
8161,405,Critica,Conectividad,41,1
8162,405,Media,Facturación,157,1
8163,405,Critica,Latencia,58,0
8164,405,Alta,Configuración,226,1
8165,405,Media,Conectividad,158,1
8166,405,Critica,Latencia,237,1
8167,405,Baja,Conectividad,118,0
8168,405,Alta,Conectividad,177,1
8169,405,Media,Latencia,145,1
8170,405,Alta,Seguridad,170,1
8171,405,Critica,Conectividad,219,1
8172,405,Alta,Conectividad,24,0
8173,405,Critica,Conectividad,64,1
8174,405,Media,Latencia,174,0
8175,405,Alta,Seguridad,112,1
8176,405,Alta,Configuración,110,0
8177,405,Critica,Latencia,175,1
8178,405,Alta,Equipamiento,71,1
8179,405,Alta,Latencia,134,0
8180,405,Critica,Latencia,133,1
8181,405,Media,Configuración,127,1
8182,405,Media,Equipamiento,199,1
8183,405,Critica,Conectividad,201,1
8184,405,Critica,Seguridad,88,0
8185,405,Media,Seguridad,59,0
8186,405,Media,Seguridad,55,0
8187,405,Critica,Configuración,116,1
8188,405,Media,Conectividad,115,0
8189,405,Media,Equipamiento,85,0
8190,405,Media,Seguridad,44,0
8191,405,Alta,Seguridad,207,1
8192,405,Critica,Configuración,177,1
8193,405,Alta,Configuración,149,0
8194,405,Critica,Latencia,205,1
8195,405,Media,Configuración,199,1
8196,406,Media,Configuración,22,0
8197,406,Baja,Equipamiento,8,0
8198,406,Critica,Configuración,46,0
8199,406,Media,Facturación,31,0
8200,406,Baja,Latencia,2,0
8201,406,Baja,Equipamiento,14,0
8202,406,Baja,Seguridad,21,0
8203,406,Media,Conectividad,3,0
8204,406,Baja,Conectividad,25,0
8205,406,Media,Equipamiento,24,1
8206,406,Baja,Equipamiento,44,0
8207,406,Baja,Seguridad,11,0
8208,406,Alta,Configuración,26,0
8209,406,Media,Latencia,5,0
8210,406,Baja,Seguridad,33,0
8211,406,Critica,Conectividad,37,0
8212,406,Media,Latencia,4,0
8213,406,Media,Configuración,14,0
8214,406,Baja,Conectividad,9,0
8215,406,Alta,Conectividad,11,0
8216,407,Media,Equipamiento,13,0
8217,407,Media,Configuración,23,0
8218,407,Baja,Conectividad,23,0
8219,407,Baja,Latencia,37,0
8220,407,Media,Equipamiento,26,0
8221,407,Baja,Configuración,21,0
8222,407,Media,Equipamiento,40,0
8223,407,Media,Equipamiento,47,0
8224,407,Media,Facturación,27,0
8225,407,Alta,Seguridad,44,0
8226,407,Baja,Configuración,1,0
8227,407,Media,Configuración,45,0
8228,407,Alta,Equipamiento,40,0
8229,407,Media,Conectividad,10,0
8230,407,Baja,Seguridad,17,0
8231,407,Media,Conectividad,46,0
8232,407,Baja,Equipamiento,36,0
8233,407,Baja,Configuración,45,0
8234,407,Baja,Seguridad,7,0
8235,408,Media,Equipamiento,10,0
8236,408,Media,Conectividad,11,0
8237,408,Baja,Conectividad,22,0
8238,408,Media,Latencia,25,0
8239,408,Baja,Configuración,2,0
8240,408,Baja,Configuración,26,0
8241,408,Media,Configuración,46,0
8242,408,Media,Configuración,40,1
8243,408,Baja,Configuración,47,0
8244,408,Alta,Equipamiento,15,0
8245,408,Baja,Equipamiento,6,0
8246,408,Baja,Latencia,17,1
8247,408,Baja,Conectividad,5,0
8248,408,Media,Facturación,13,0
8249,408,Baja,Equipamiento,1,0
8250,408,Media,Facturación,28,0
8251,408,Media,Equipamiento,9,0
8252,408,Media,Conectividad,29,0
8253,409,Baja,Conectividad,43,0
8254,409,Media,Seguridad,28,0
8255,409,Baja,Seguridad,36,0
8256,409,Baja,Conectividad,23,0
8257,409,Baja,Seguridad,26,0
8258,409,Media,Seguridad,3,0
8259,409,Media,Equipamiento,44,0
8260,409,Baja,Conectividad,6,0
8261,409,Baja,Latencia,21,0
8262,409,Baja,Configuración,21,0
