company_id,churn,motivo_abandono,risk_score
1039,1,Calidad de servicio,76.83
1040,0,Permanece,47.24
1041,0,Permanece,57.18
1042,0,Permanece,43.78
1043,0,Permanece,17.85
1044,0,Permanece,50.97
1045,0,Permanece,33.39
1046,0,Permanece,20.34
1047,1,Fusión empresarial,79.33
1048,1,Fusión empresarial,75.1
1049,0,Permanece,49.32
1050,0,Permanece,12.24
1051,0,Permanece,48.32
1052,0,Permanece,42.74
1053,0,Permanece,27.32
1054,0,Permanece,58.6
1055,0,Permanece,11.51
1056,0,Permanece,2.24
1057,0,Permanece,27.13
1058,0,Permanece,50.73
1059,0,Permanece,42.82
1060,0,Permanece,48.02
1061,0,Permanece,4.87
1062,1,Cambio tecnológico,93.22
1063,0,Permanece,0.36
1064,0,Permanece,36.38
1065,0,Permanece,3.47
1066,0,Permanece,38.13
1067,1,Fusión empresarial,93.42
1068,0,Permanece,30.06
1069,0,Permanece,36.28
1070,0,Permanece,26.32
1071,0,Permanece,22.57
1072,0,Permanece,33.63
1073,0,Permanece,19.44
1074,1,Competencia,95.19
1075,0,Permanece,18.49
1076,1,Cambio tecnológico,95.4
1077,0,Permanece,18.45
1078,0,Permanece,54.98
1079,1,Calidad de servicio,91.58
1080,1,Fusión empresarial,72.02
1081,0,Permanece,24.71
1082,0,Permanece,44.13
1083,0,Permanece,51.56
1084,0,Permanece,47.52
1085,0,Permanece,10.58
1086,0,Permanece,17.99
1087,0,Permanece,19.54
1088,1,Cambio tecnológico,75.29
1089,0,Permanece,33.92
1090,0,Permanece,18.23
1091,0,Permanece,36.56
1092,0,Permanece,26.52
1093,0,Permanece,31.96
1094,0,Permanece,49.9
1095,0,Permanece,11.89
1096,0,Permanece,7.55
1097,0,Permanece,18.32
1098,0,Permanece,40.69
1099,0,Permanece,21.61
1100,0,Permanece,6.82
1101,0,Permanece,18.35
1102,0,Permanece,49.49
1103,0,Permanece,41.19
1104,0,Permanece,32.52
1105,0,Permanece,13.06
1106,0,Permanece,8.37
1107,0,Permanece,27.86
1108,0,Permanece,50.09
1109,0,Permanece,43.65
1110,0,Permanece,20.74
1111,0,Permanece,31.79
1112,1,Precio,88.38
1113,0,Permanece,34.16
1114,0,Permanece,37.19
1115,0,Permanece,39.72
1116,1,Fusión empresarial,75.9
1117,0,Permanece,56.59
1118,0,Permanece,51.21
1119,0,Permanece,58.65
1120,0,Permanece,7.1
1121,0,Permanece,59.12
1122,0,Permanece,8.51
1123,0,Permanece,8.57
1124,0,Permanece,1.74
1125,0,Permanece,54.18
1126,0,Permanece,39.88
1127,0,Permanece,17.08
1128,0,Permanece,4.59
1129,0,Permanece,53.9
1130,0,Permanece,28.65
1131,0,Permanece,55.49
1132,0,Permanece,36.52
1133,0,Permanece,10.57
1134,0,Permanece,50.83
1135,0,Permanece,10.31
1136,0,Permanece,1.32
1137,1,Cambio tecnológico,84.62
1138,0,Permanece,16.43
1139,1,Cambio tecnológico,95.25
1140,1,Precio,91.81
1141,0,Permanece,41.43
1142,1,Precio,80.1
1143,1,Fusión empresarial,76.81
1144,0,Permanece,0.99
1145,0,Permanece,25.31
1146,1,Cambio tecnológico,98.84
1147,0,Permanece,27.27
1148,0,Permanece,3.4
1149,0,Permanece,12.09
1150,1,Precio,94.27
1151,0,Permanece,53.21
1152,0,Permanece,56.55
1153,0,Permanece,46.31
1154,0,Permanece,51.49
1155,0,Permanece,37.22
1156,1,Competencia,84.01
1157,0,Permanece,29.84
1158,1,Calidad de servicio,78.17
1159,0,Permanece,2.48
1160,1,Competencia,99.87
1161,0,Permanece,15.22
1162,1,Cambio tecnológico,76.68
1163,0,Permanece,42.98
1164,0,Permanece,13.24
1165,0,Permanece,27.57
1166,0,Permanece,52.98
1167,0,Permanece,17.28
1168,0,Permanece,8.11
1169,0,Permanece,24.29
1170,0,Permanece,47.91
1171,0,Permanece,27.75
1172,0,Permanece,3.74
1173,0,Permanece,19.9
1174,0,Permanece,5.36
1175,0,Permanece,32.68
1176,0,Permanece,11.52
1177,0,Permanece,28.59
1178,1,Cambio tecnológico,71.19
1179,0,Permanece,28.44
1180,0,Permanece,38.82
1181,0,Permanece,8.83
1182,0,Permanece,28.33
1183,0,Permanece,37.45
1184,0,Permanece,23.46
1185,0,Permanece,27.25
1186,0,Permanece,48.96
1187,0,Permanece,24.64
1188,0,Permanece,31.41
1189,0,Permanece,30.3
1190,0,Permanece,6.3
1191,0,Permanece,39.69
1192,0,Permanece,37.02
1193,0,Permanece,29.98
1194,1,Fusión empresarial,99.74
1195,0,Permanece,36.83
1196,0,Permanece,11.93
1197,0,Permanece,54.9
1198,1,Cambio tecnológico,83.84
1199,1,Calidad de servicio,99.79
1200,0,Permanece,7.85
1201,0,Permanece,43.01
1202,0,Permanece,34.76
1203,1,Precio,86.34
1204,0,Permanece,57.0
1205,0,Permanece,5.96
1206,0,Permanece,29.65
1207,0,Permanece,32.41
1208,0,Permanece,10.92
1209,1,Fusión empresarial,86.9
1210,1,Cambio tecnológico,72.13
1211,0,Permanece,15.72
1212,1,Precio,95.66
1213,0,Permanece,16.42
1214,0,Permanece,14.7
1215,1,Calidad de servicio,90.17
1216,0,Permanece,48.18
1217,0,Permanece,36.98
1218,0,Permanece,55.19
1219,1,Calidad de servicio,92.05
1220,0,Permanece,36.74
1221,1,Fusión empresarial,84.16
1222,0,Permanece,45.63
1223,0,Permanece,27.23
1224,0,Permanece,45.88
1225,0,Permanece,9.15
1226,0,Permanece,47.67
1227,0,Permanece,3.09
1228,0,Permanece,52.65
1229,1,Competencia,88.28
1230,1,Fusión empresarial,97.49
1231,0,Permanece,29.61
1232,0,Permanece,34.32
1233,0,Permanece,26.54
1234,1,Competencia,77.13
1235,1,Fusión empresarial,99.66
1236,1,Precio,83.31
1237,0,Permanece,4.68
1238,0,Permanece,35.63
1239,0,Permanece,58.9
1240,0,Permanece,13.41
1241,1,Competencia,70.59
1242,0,Permanece,41.58
1243,0,Permanece,38.84
1244,0,Permanece,58.6
1245,0,Permanece,59.36
1246,0,Permanece,16.49
1247,1,Competencia,95.8
1248,0,Permanece,23.81
1249,0,Permanece,58.36
1250,0,Permanece,27.07
1251,0,Permanece,24.97
1252,0,Permanece,54.33
1253,0,Permanece,14.61
1254,0,Permanece,21.1
1255,0,Permanece,2.05
1256,0,Permanece,46.07
1257,0,Permanece,18.66
1258,0,Permanece,26.59
1259,1,Precio,72.99
1260,0,Permanece,27.17
1261,0,Permanece,43.93
1262,0,Permanece,37.55
1263,0,Permanece,51.79
1264,0,Permanece,44.39
1265,0,Permanece,50.55
1266,0,Permanece,49.26
1267,1,Fusión empresarial,98.56
1268,0,Permanece,36.04
1269,0,Permanece,3.74
1270,1,Fusión empresarial,79.58
1271,0,Permanece,23.02
1272,0,Permanece,29.24
1273,0,Permanece,20.69
1274,0,Permanece,5.58
1275,0,Permanece,2.5
1276,1,Fusión empresarial,85.06
1277,0,Permanece,25.25
1278,0,Permanece,38.29
1279,1,Cambio tecnológico,91.54
1280,1,Calidad de servicio,83.74
1281,0,Permanece,13.88
1282,0,Permanece,50.91
1283,0,Permanece,0.89
1284,0,Permanece,1.71
1285,0,Permanece,48.05
1286,0,Permanece,21.77
1287,1,Calidad de servicio,76.33
1288,0,Permanece,14.38
1289,0,Permanece,24.87
1290,0,Permanece,15.65
1291,1,Cambio tecnológico,98.76
1292,1,Precio,70.94
1293,1,Precio,73.01
1294,0,Permanece,26.57
1295,0,Permanece,22.44
1296,0,Permanece,47.76
1297,1,Fusión empresarial,75.21
1298,0,Permanece,36.07
1299,0,Permanece,28.93
1300,0,Permanece,35.98
1301,0,Permanece,19.57
1302,0,Permanece,35.84
1303,0,Permanece,7.68
1304,0,Permanece,41.91
1305,0,Permanece,30.7
1306,0,Permanece,19.52
1307,0,Permanece,47.33
1308,1,Calidad de servicio,92.13
1309,0,Permanece,17.26
1310,0,Permanece,27.78
1311,0,Permanece,18.13
1312,0,Permanece,49.0
1313,0,Permanece,53.69
1314,0,Permanece,9.79
1315,0,Permanece,55.57
1316,0,Permanece,0.86
1317,0,Permanece,27.77
1318,0,Permanece,7.43
1319,0,Permanece,39.89
1320,1,Cambio tecnológico,77.44
1321,0,Permanece,38.21
1322,0,Permanece,15.4
1323,0,Permanece,33.02
1324,0,Permanece,42.4
1325,0,Permanece,36.4
1326,0,Permanece,4.77
1327,0,Permanece,16.94
1328,0,Permanece,21.66
1329,1,Competencia,74.64
1330,0,Permanece,47.18
1331,0,Permanece,5.3
1332,0,Permanece,16.23
1333,1,Precio,85.86
1334,0,Permanece,13.64
1335,1,Competencia,77.23
1336,0,Permanece,14.34
1337,0,Permanece,0.92
1338,0,Permanece,56.21
1339,0,Permanece,22.59
1340,1,Precio,90.08
1341,0,Permanece,20.36
1342,0,Permanece,3.7
1343,0,Permanece,18.49
1344,0,Permanece,14.02
1345,0,Permanece,10.46
1346,0,Permanece,55.07
1347,1,Calidad de servicio,75.88
1348,0,Permanece,20.92
1349,0,Permanece,25.11
1350,0,Permanece,20.56
1351,1,Precio,86.22
1352,0,Permanece,54.16
1353,0,Permanece,0.66
1354,0,Permanece,49.61
1355,1,Calidad de servicio,94.05
1356,0,Permanece,52.49
1357,0,Permanece,14.52
1358,0,Permanece,52.81
1359,0,Permanece,21.39
1360,0,Permanece,7.36
1361,0,Permanece,45.25
1362,1,Fusión empresarial,79.48
1363,1,Fusión empresarial,91.02
1364,0,Permanece,51.99
1365,0,Permanece,7.14
1366,1,Cambio tecnológico,85.2
1367,0,Permanece,41.72
1368,0,Permanece,43.19
1369,0,Permanece,39.58
1370,0,Permanece,22.95
1371,1,Calidad de servicio,76.85
1372,0,Permanece,36.71
1373,0,Permanece,10.28
1374,1,Cambio tecnológico,93.62
1375,0,Permanece,58.67
1376,0,Permanece,45.69
1377,0,Permanece,12.91
1378,0,Permanece,34.7
1379,1,Fusión empresarial,93.88
1380,0,Permanece,30.66
1381,1,Calidad de servicio,74.81
1382,0,Permanece,20.62
1383,0,Permanece,3.09
1384,0,Permanece,37.28
1385,0,Permanece,51.75
1386,0,Permanece,22.06
1387,0,Permanece,3.11
1388,0,Permanece,4.99
1389,0,Permanece,46.55
1390,0,Permanece,33.03
1391,0,Permanece,29.38
1392,1,Calidad de servicio,78.77
1393,1,Fusión empresarial,82.63
1394,0,Permanece,25.39
1395,1,Calidad de servicio,89.03
1396,0,Permanece,37.0
1397,0,Permanece,43.77
1398,1,Fusión empresarial,85.75
1399,1,Competencia,87.78
1400,1,Cambio tecnológico,74.54
1401,1,Competencia,77.4
1402,1,Competencia,92.81
1403,0,Permanece,54.35
1404,1,Fusión empresarial,89.37
1405,0,Permanece,10.43
1406,1,Cambio tecnológico,72.18
1407,0,Permanece,13.0
1408,1,Competencia,98.66
1409,0,Permanece,29.94
1410,0,Permanece,31.75
1411,0,Permanece,59.27
1412,0,Permanece,37.14
1413,1,Competencia,73.2
1414,0,Permanece,56.78
1415,0,Permanece,8.5
1416,0,Permanece,43.95
1417,0,Permanece,43.81
1418,0,Permanece,37.94
1419,0,Permanece,28.05
1420,0,Permanece,8.96
1421,0,Permanece,57.03
1422,0,Permanece,30.83
1423,0,Permanece,13.06
1424,0,Permanece,42.57
1425,0,Permanece,12.92
1426,0,Permanece,12.98
1427,0,Permanece,29.9
1428,1,Calidad de servicio,88.22
1429,0,Permanece,8.13
1430,0,Permanece,23.96
1431,0,Permanece,58.99
1432,0,Permanece,18.1
1433,0,Permanece,46.59
1434,0,Permanece,15.97
1435,0,Permanece,30.11
1436,1,Fusión empresarial,87.4
1437,0,Permanece,48.53
1438,1,Cambio tecnológico,79.88
1439,0,Permanece,41.25
1440,1,Calidad de servicio,88.53
1441,0,Permanece,4.99
1442,0,Permanece,2.64
1443,0,Permanece,39.57
1444,0,Permanece,47.62
1445,0,Permanece,4.24
1446,0,Permanece,51.75
1447,0,Permanece,45.22
1448,0,Permanece,13.58
1449,0,Permanece,5.36
1450,1,Cambio tecnológico,96.24
1451,0,Permanece,9.26
1452,0,Permanece,47.54
1453,0,Permanece,1.1
1454,0,Permanece,32.06
1455,0,Permanece,33.64
1456,1,Fusión empresarial,71.04
1457,0,Permanece,45.23
1458,1,Precio,77.31
1459,0,Permanece,40.81
1460,0,Permanece,52.43
1461,0,Permanece,49.4
1462,0,Permanece,48.34
1463,0,Permanece,21.9
1464,0,Permanece,31.09
1465,0,Permanece,28.58
1466,0,Permanece,49.97
1467,0,Permanece,46.57
1468,0,Permanece,22.52
1469,0,Permanece,44.8
1470,1,Cambio tecnológico,84.13
1471,0,Permanece,5.31
1472,1,Cambio tecnológico,94.78
1473,0,Permanece,56.57
1474,0,Permanece,50.56
1475,0,Permanece,7.02
1476,0,Permanece,12.91
1477,0,Permanece,54.12
1478,1,Precio,74.78
1479,0,Permanece,18.75
1480,0,Permanece,36.97
1481,0,Permanece,2.14
1482,0,Permanece,47.82
1483,0,Permanece,32.68
1484,0,Permanece,15.69
1485,0,Permanece,17.12
1486,0,Permanece,14.43
1487,0,Permanece,35.18
1488,0,Permanece,12.4
1489,1,Cambio tecnológico,91.78
1490,0,Permanece,7.8
1491,0,Permanece,28.97
1492,0,Permanece,21.25
1493,0,Permanece,24.85
1494,0,Permanece,1.83
1495,0,Permanece,51.9
1496,0,Permanece,49.52
1497,0,Permanece,23.2
1498,0,Permanece,49.67
1499,1,Fusión empresarial,89.66
1500,0,Permanece,58.1
1501,0,Permanece,24.0
1502,0,Permanece,34.35
1503,1,Calidad de servicio,74.76
1504,0,Permanece,49.19
1505,0,Permanece,25.88
1506,0,Permanece,48.17
1507,0,Permanece,43.57
1508,0,Permanece,40.96
1509,1,Competencia,89.01
1510,0,Permanece,18.93
1511,0,Permanece,37.45
1512,0,Permanece,32.76
1513,0,Permanece,58.38
1514,0,Permanece,24.44
1515,0,Permanece,10.54
1516,0,Permanece,7.23
1517,1,Fusión empresarial,96.72
1518,1,Competencia,90.83
1519,1,Precio,74.35
1520,0,Permanece,2.33
1521,0,Permanece,11.88
1522,0,Permanece,37.74
1523,1,Precio,99.55
1524,0,Permanece,30.43
1525,0,Permanece,39.95
1526,1,Cambio tecnológico,93.06
1527,0,Permanece,26.45
1528,1,Competencia,98.79
1529,1,Calidad de servicio,92.84
1530,0,Permanece,21.49
1531,0,Permanece,48.72
1532,1,Fusión empresarial,90.89
1533,0,Permanece,20.21
1534,0,Permanece,46.39
1535,0,Permanece,26.86
1536,0,Permanece,40.64
1537,0,Permanece,6.05
1538,0,Permanece,53.92
1539,0,Permanece,40.99
1540,0,Permanece,23.26
1541,0,Permanece,37.37
1542,1,Competencia,75.69
1543,0,Permanece,4.47
1544,1,Competencia,91.34
1545,0,Permanece,58.82
1546,0,Permanece,41.44
1547,0,Permanece,30.01
1548,0,Permanece,19.27
1549,0,Permanece,54.89
1550,0,Permanece,15.7
1551,0,Permanece,23.28
1552,0,Permanece,25.77
1553,0,Permanece,7.76
1554,0,Permanece,25.74
1555,0,Permanece,26.45
1556,0,Permanece,12.28
1557,0,Permanece,50.63
1558,1,Competencia,86.33
1559,0,Permanece,29.88
1560,0,Permanece,15.16
1561,0,Permanece,53.72
1562,0,Permanece,10.63
1563,0,Permanece,30.12
1564,0,Permanece,58.89
1565,0,Permanece,12.38
1566,0,Permanece,1.62
1567,0,Permanece,39.01
1568,0,Permanece,58.06
1569,0,Permanece,0.66
1570,0,Permanece,8.92
1571,0,Permanece,38.67
1572,0,Permanece,14.33
1573,0,Permanece,56.93
1574,1,Calidad de servicio,91.45
1575,0,Permanece,38.39
1576,0,Permanece,23.79
1577,0,Permanece,59.56
1578,1,Fusión empresarial,80.14
1579,0,Permanece,30.95
1580,0,Permanece,21.12
1581,0,Permanece,38.9
1582,0,Permanece,39.1
1583,0,Permanece,4.44
1584,0,Permanece,45.62
1585,1,Cambio tecnológico,88.96
1586,0,Permanece,38.04
1587,0,Permanece,42.61
1588,0,Permanece,26.07
1589,0,Permanece,42.39
1590,0,Permanece,33.01
1591,1,Cambio tecnológico,90.31
1592,0,Permanece,38.36
1593,0,Permanece,39.5
1594,1,Precio,92.76
1595,0,Permanece,25.07
1596,0,Permanece,49.81
1597,0,Permanece,28.85
1598,0,Permanece,19.57
1599,0,Permanece,48.55
1600,0,Permanece,59.68
1601,0,Permanece,26.57
1602,0,Permanece,52.07
1603,0,Permanece,14.61
1604,0,Permanece,14.94
1605,1,Calidad de servicio,98.36
1606,1,Precio,80.13
1607,0,Permanece,11.18
1608,1,Fusión empresarial,97.74
1609,0,Permanece,57.66
1610,0,Permanece,53.39
1611,0,Permanece,25.97
1612,0,Permanece,6.73
1613,0,Permanece,13.4
1614,0,Permanece,0.43
1615,0,Permanece,16.83
1616,0,Permanece,2.37
1617,0,Permanece,50.9
1618,0,Permanece,30.69
1619,0,Permanece,32.78
1620,0,Permanece,35.01
1621,0,Permanece,13.29
1622,0,Permanece,1.63
1623,0,Permanece,3.21
1624,1,Competencia,79.42
1625,0,Permanece,48.66
1626,0,Permanece,48.51
1627,0,Permanece,53.29
1628,0,Permanece,33.04
1629,0,Permanece,34.54
1630,0,Permanece,18.97
1631,1,Calidad de servicio,76.8
1632,1,Cambio tecnológico,93.55
1633,0,Permanece,54.85
1634,0,Permanece,49.16
1635,0,Permanece,18.7
1636,0,Permanece,2.77
1637,0,Permanece,16.0
1638,0,Permanece,29.96
1639,0,Permanece,52.46
1640,1,Precio,88.97
1641,0,Permanece,1.19
1642,0,Permanece,6.13
1643,0,Permanece,29.86
1644,0,Permanece,47.48
1645,0,Permanece,36.44
1646,1,Cambio tecnológico,78.73
1647,0,Permanece,55.08
1648,1,Competencia,93.82
1649,0,Permanece,1.49
1650,0,Permanece,30.83
1651,0,Permanece,44.13
1652,0,Permanece,26.67
1653,0,Permanece,22.91
1654,0,Permanece,39.56
1655,0,Permanece,36.33
1656,1,Precio,89.82
1657,1,Cambio tecnológico,78.15
1658,0,Permanece,13.86
1659,0,Permanece,49.75
1660,0,Permanece,48.73
1661,1,Precio,89.07
1662,0,Permanece,35.55
1663,1,Fusión empresarial,93.72
1664,0,Permanece,29.83
1665,1,Cambio tecnológico,95.48
1666,0,Permanece,2.8
1667,1,Fusión empresarial,78.02
1668,0,Permanece,42.28
1669,0,Permanece,16.63
1670,1,Cambio tecnológico,71.74
1671,1,Fusión empresarial,79.33
1672,0,Permanece,26.02
1673,0,Permanece,46.04
1674,0,Permanece,53.25
1675,0,Permanece,30.64
1676,0,Permanece,32.39
1677,0,Permanece,1.48
1678,0,Permanece,0.72
1679,0,Permanece,52.24
1680,0,Permanece,31.76
1681,0,Permanece,46.28
1682,0,Permanece,57.52
1683,0,Permanece,10.88
1684,0,Permanece,26.79
1685,0,Permanece,15.96
1686,0,Permanece,6.49
1687,0,Permanece,57.19
1688,0,Permanece,31.98
1689,0,Permanece,1.77
1690,1,Precio,78.08
1691,0,Permanece,56.43
1692,1,Calidad de servicio,83.51
1693,0,Permanece,10.31
1694,0,Permanece,52.16
1695,0,Permanece,22.52
1696,1,Cambio tecnológico,95.79
1697,0,Permanece,1.77
1698,0,Permanece,54.26
1699,0,Permanece,41.27
1700,0,Permanece,3.38
1701,1,Fusión empresarial,85.23
1702,0,Permanece,49.39
1703,0,Permanece,0.22
1704,0,Permanece,33.61
1705,0,Permanece,22.55
1706,0,Permanece,36.91
1707,0,Permanece,46.32
1708,0,Permanece,23.67
1709,0,Permanece,52.27
1710,0,Permanece,32.49
1711,0,Permanece,23.39
1712,1,Calidad de servicio,91.06
1713,0,Permanece,6.67
1714,0,Permanece,1.51
1715,0,Permanece,54.61
1716,0,Permanece,24.39
1717,0,Permanece,57.31
1718,0,Permanece,33.83
1719,0,Permanece,33.54
1720,0,Permanece,30.17
1721,1,Cambio tecnológico,73.62
1722,0,Permanece,22.99
1723,0,Permanece,19.72
1724,0,Permanece,22.21
1725,0,Permanece,41.9
1726,0,Permanece,47.08
1727,0,Permanece,4.49
1728,0,Permanece,57.96
1729,0,Permanece,58.12
1730,1,Competencia,84.87
1731,0,Permanece,34.97
1732,0,Permanece,42.48
1733,0,Permanece,9.01
1734,1,Precio,76.75
1735,0,Permanece,32.73
1736,0,Permanece,4.89
1737,0,Permanece,28.29
1738,1,Precio,99.38
1739,0,Permanece,59.84
1740,0,Permanece,16.26
1741,0,Permanece,2.65
1742,0,Permanece,17.12
1743,0,Permanece,20.71
1744,1,Precio,82.79
1745,0,Permanece,21.12
1746,1,Calidad de servicio,74.22
1747,1,Precio,98.21
1748,0,Permanece,58.24
1749,0,Permanece,39.62
1750,0,Permanece,37.08
1751,0,Permanece,52.35
1752,1,Fusión empresarial,95.6
1753,0,Permanece,28.43
1754,0,Permanece,19.98
1755,0,Permanece,6.06
1756,1,Competencia,86.1
1757,1,Competencia,78.82
1758,0,Permanece,57.88
1759,0,Permanece,34.92
1760,0,Permanece,35.48
1761,0,Permanece,15.4
1762,0,Permanece,2.59
1763,0,Permanece,55.81
1764,0,Permanece,31.68
1765,0,Permanece,6.42
1766,0,Permanece,32.34
1767,0,Permanece,22.7
1768,0,Permanece,59.54
1769,0,Permanece,54.36
1770,0,Permanece,38.54
1771,0,Permanece,21.97
1772,0,Permanece,6.16
1773,1,Cambio tecnológico,89.79
1774,0,Permanece,38.72
1775,0,Permanece,56.46
1776,0,Permanece,46.48
1777,1,Precio,99.99
1778,0,Permanece,16.69
1779,0,Permanece,43.66
1780,0,Permanece,22.67
1781,0,Permanece,50.49
1782,1,Competencia,80.82
1783,0,Permanece,2.32
1784,0,Permanece,10.23
1785,0,Permanece,10.04
1786,0,Permanece,30.55
1787,0,Permanece,11.59
1788,0,Permanece,45.27
1789,0,Permanece,45.81
1790,0,Permanece,50.49
1791,0,Permanece,32.72
1792,0,Permanece,25.92
1793,0,Permanece,49.99
1794,1,Fusión empresarial,76.1
1795,1,Precio,73.91
1796,0,Permanece,8.95
1797,0,Permanece,56.84
1798,0,Permanece,11.92
1799,0,Permanece,56.93
1800,1,Cambio tecnológico,73.61
1801,0,Permanece,13.03
1802,1,Fusión empresarial,96.26
1803,0,Permanece,37.25
1804,0,Permanece,26.74
1805,1,Calidad de servicio,75.17
1806,0,Permanece,36.88
1807,0,Permanece,30.84
1808,0,Permanece,9.78
1809,0,Permanece,26.2
1810,1,Competencia,72.54
1811,0,Permanece,13.41
1812,0,Permanece,6.75
1813,0,Permanece,41.51
1814,0,Permanece,33.52
1815,0,Permanece,12.14
1816,0,Permanece,31.75
1817,0,Permanece,5.99
1818,0,Permanece,32.02
1819,0,Permanece,13.74
1820,0,Permanece,49.58
1821,0,Permanece,46.39
1822,0,Permanece,17.52
1823,0,Permanece,51.8
1824,0,Permanece,25.7
1825,0,Permanece,13.01
1826,0,Permanece,26.14
1827,1,Competencia,93.82
1828,1,Calidad de servicio,80.71
1829,0,Permanece,0.1
1830,1,Calidad de servicio,81.47
1831,0,Permanece,30.9
1832,0,Permanece,14.84
1833,1,Precio,79.44
1834,0,Permanece,11.55
1835,0,Permanece,50.22
1836,1,Calidad de servicio,80.16
1837,0,Permanece,28.48
1838,1,Calidad de servicio,97.17
1839,0,Permanece,55.34
1840,1,Calidad de servicio,83.43
1841,0,Permanece,31.3
1842,1,Fusión empresarial,70.95
1843,0,Permanece,15.3
1844,0,Permanece,25.57
1845,0,Permanece,38.9
1846,0,Permanece,38.4
1847,0,Permanece,2.87
1848,0,Permanece,17.36
1849,0,Permanece,7.96
1850,1,Precio,89.13
1851,0,Permanece,55.11
1852,0,Permanece,35.11
1853,0,Permanece,6.16
1854,0,Permanece,15.5
1855,0,Permanece,23.61
1856,0,Permanece,38.96
1857,0,Permanece,24.37
1858,0,Permanece,38.31
1859,0,Permanece,51.52
1860,0,Permanece,48.43
1861,0,Permanece,53.36
1862,0,Permanece,0.83
1863,0,Permanece,5.38
1864,1,Calidad de servicio,71.64
1865,0,Permanece,33.73
1866,1,Calidad de servicio,77.28
1867,0,Permanece,33.03
1868,0,Permanece,1.39
1869,0,Permanece,6.95
1870,0,Permanece,6.3
1871,1,Competencia,79.55
1872,0,Permanece,51.98
1873,0,Permanece,15.33
1874,0,Permanece,14.12
1875,0,Permanece,42.32
1876,1,Fusión empresarial,71.18
1877,0,Permanece,9.01
1878,0,Permanece,36.04
1879,0,Permanece,42.37
1880,0,Permanece,38.8
1881,0,Permanece,29.46
1882,0,Permanece,20.62
1883,1,Competencia,84.54
1884,0,Permanece,40.83
1885,0,Permanece,41.41
1886,0,Permanece,26.47
1887,0,Permanece,2.87
1888,0,Permanece,52.73
1889,0,Permanece,46.77
1890,0,Permanece,13.01
1891,0,Permanece,32.9
1892,1,Cambio tecnológico,70.06
1893,0,Permanece,8.36
1894,1,Calidad de servicio,97.24
1895,1,Calidad de servicio,97.3
1896,0,Permanece,40.97
1897,0,Permanece,9.42
1898,0,Permanece,39.52
1899,0,Permanece,55.73
1900,0,Permanece,2.82
1901,0,Permanece,42.72
1902,0,Permanece,28.63
1903,0,Permanece,3.6
1904,0,Permanece,24.76
1905,0,Permanece,21.63
1906,0,Permanece,39.6
1907,0,Permanece,16.44
1908,1,Competencia,70.17
1909,1,Competencia,72.58
1910,0,Permanece,47.22
1911,1,Fusión empresarial,79.77
1912,0,Permanece,22.18
1913,1,Precio,94.45
1914,0,Permanece,31.03
1915,0,Permanece,26.97
1916,0,Permanece,29.53
1917,0,Permanece,50.54
1918,0,Permanece,43.56
1919,0,Permanece,39.21
1920,0,Permanece,28.35
1921,0,Permanece,21.04
1922,0,Permanece,0.06
1923,0,Permanece,20.62
1924,1,Fusión empresarial,90.97
1925,0,Permanece,39.92
1926,1,Precio,79.88
1927,1,Calidad de servicio,89.33
1928,0,Permanece,39.83
1929,0,Permanece,22.48
1930,0,Permanece,44.34
1931,0,Permanece,37.57
1932,1,Fusión empresarial,91.83
1933,0,Permanece,55.05
1934,0,Permanece,30.75
1935,1,Cambio tecnológico,82.14
1936,1,Calidad de servicio,70.85
1937,1,Calidad de servicio,90.77
1938,0,Permanece,37.98
1939,0,Permanece,45.87
1940,1,Cambio tecnológico,89.75
1941,0,Permanece,29.3
1942,0,Permanece,36.79
1943,0,Permanece,24.19
1944,0,Permanece,51.58
1945,0,Permanece,26.39
1946,0,Permanece,17.27
1947,0,Permanece,31.27
1948,0,Permanece,22.07
1949,0,Permanece,13.16
1950,0,Permanece,33.94
1951,0,Permanece,13.05
1952,0,Permanece,40.81
1953,0,Permanece,54.0
1954,0,Permanece,32.07
1955,0,Permanece,5.81
1956,0,Permanece,48.77
1957,0,Permanece,53.6
1958,0,Permanece,9.16
1959,0,Permanece,13.57
1960,0,Permanece,45.52
1961,0,Permanece,37.05
1962,0,Permanece,40.39
1963,0,Permanece,49.12
1964,0,Permanece,41.64
1965,0,Permanece,22.03
1966,0,Permanece,24.74
1967,0,Permanece,6.61
1968,0,Permanece,30.04
1969,0,Permanece,53.5
1970,1,Calidad de servicio,73.15
1971,0,Permanece,37.28
1972,0,Permanece,30.76
1973,0,Permanece,22.54
1974,0,Permanece,10.49
1975,1,Competencia,86.75
1976,0,Permanece,19.94
1977,0,Permanece,31.3
1978,0,Permanece,44.59
1979,0,Permanece,58.7
1980,0,Permanece,14.09
1981,0,Permanece,46.77
1982,0,Permanece,12.08
1983,0,Permanece,53.76
1984,0,Permanece,27.5
1985,1,Cambio tecnológico,81.6
1986,0,Permanece,35.03
1987,0,Permanece,20.88
1988,0,Permanece,3.29
1989,0,Permanece,58.0
1990,0,Permanece,43.21
1991,0,Permanece,18.77
1992,0,Permanece,9.2
1993,0,Permanece,33.73
1994,0,Permanece,20.09
1995,0,Permanece,51.48
1996,0,Permanece,1.25
1997,0,Permanece,23.59
1998,0,Permanece,19.17
1999,0,Permanece,49.47
2000,0,Permanece,17.5
2001,0,Permanece,49.07
2002,0,Permanece,24.81
